"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"HIL192610010","manuh101","ALS","3","1","value","4","0","0","0","0","0","0","0","","0","0","","","0","","","","","","","19261001","0","WIL03","HIL","L","exhibition","y"
"HIL192610010","manuh101","ALS","3","1","lower","4","0","0","0","0","0","0","0","","0","0","","","0","","","","","","","19261001","0","WIL03","HIL","L","exhibition","y"
"HIL192610010","manuh101","ALS","3","1","upper","4","0","0","0","0","0","0","0","","0","0","","","0","","","","","","","19261001","0","WIL03","HIL","L","exhibition","y"
"HIL192610020","manuh101","ALS","3","1","value","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19261002","0","DAR01","HIL","L","exhibition","y"
"HIL192610020","manuh101","ALS","3","1","lower","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19261002","0","DAR01","HIL","L","exhibition","y"
"HIL192610020","manuh101","ALS","3","1","upper","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19261002","0","DAR01","HIL","L","exhibition","y"
"HOM192610030","manuh101","ALS","3","1","value","5","2","2","1","1","0","","0","","0","1","","","0","","","","","","","19261003","0","YOU01","HOM","W","exhibition","y"
"HOM192610030","manuh101","ALS","3","1","lower","5","2","2","1","1","0","","0","","0","1","","","0","","","","","","","19261003","0","YOU01","HOM","W","exhibition","y"
"HOM192610030","manuh101","ALS","3","1","upper","5","2","2","1","1","0","","0","","0","1","","","0","","","","","","","19261003","0","YOU01","HOM","W","exhibition","y"
"HOM192610040","manuh101","ALS","3","1","value","3","1","2","1","0","1","","0","","0","1","","","0","","","","","","","19261004","0","PIT06","HOM","L","exhibition","y"
"HOM192610040","manuh101","ALS","3","1","lower","3","1","2","1","0","1","","0","","0","1","","","0","","","","","","","19261004","0","PIT06","HOM","L","exhibition","y"
"HOM192610040","manuh101","ALS","3","1","upper","3","1","2","1","0","1","","0","","0","1","","","0","","","","","","","19261004","0","PIT06","HOM","L","exhibition","y"
"ALS192610060","manuh101","ALS","3","1","value","4","0","1","0","0","0","0","0","","0","0","","","0","","","","","","","19261006","0","BLO01","HIL","W","exhibition","y"
"ALS192610060","manuh101","ALS","3","1","lower","4","0","1","0","0","0","0","0","","0","0","","","0","","","","","","","19261006","0","BLO01","HIL","W","exhibition","y"
"ALS192610060","manuh101","ALS","3","1","upper","4","0","1","0","0","0","0","0","","0","0","","","0","","","","","","","19261006","0","BLO01","HIL","W","exhibition","y"
"ALS192610070","manuh101","ALS","3","1","value","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19261007","0","BLO01","HIL","L","exhibition","y"
"ALS192610070","manuh101","ALS","3","1","lower","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19261007","0","BLO01","HIL","L","exhibition","y"
"ALS192610070","manuh101","ALS","3","1","upper","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19261007","0","BLO01","HIL","L","exhibition","y"
"ALS192610080","manuh101","ALS","3","1","value","4","0","2","1","0","0","","0","","0","0","","","0","","","","","","","19261008","0","BLO01","HIL","L","exhibition","y"
"ALS192610080","manuh101","ALS","3","1","lower","4","0","2","1","0","0","","0","","0","0","","","0","","","","","","","19261008","0","BLO01","HIL","L","exhibition","y"
"ALS192610080","manuh101","ALS","3","1","upper","4","0","2","1","0","0","","0","","0","0","","","0","","","","","","","19261008","0","BLO01","HIL","L","exhibition","y"
"HIL192610090","manuh101","ALS","3","1","value","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19261009","0","DAR01","HIL","L","exhibition","y"
"HIL192610090","manuh101","ALS","3","1","lower","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19261009","0","DAR01","HIL","L","exhibition","y"
"HIL192610090","manuh101","ALS","3","1","upper","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19261009","0","DAR01","HIL","L","exhibition","y"
"HOM192610110","manuh101","ALS","3","1","value","3","0","1","0","0","0","0","1","","0","0","","","0","","","","","","","19261011","0","PIT06","HOM","L","exhibition","y"
"HOM192610110","manuh101","ALS","3","1","lower","3","0","1","0","0","0","0","1","","0","0","","","0","","","","","","","19261011","0","PIT06","HOM","L","exhibition","y"
"HOM192610110","manuh101","ALS","3","1","upper","3","0","1","0","0","0","0","1","","0","0","","","0","","","","","","","19261011","0","PIT06","HOM","L","exhibition","y"
"HOM192710050","manuh101","ALS","3","1","value","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19271005","0","JOH01","HOM","W","exhibition","y"
"HOM192710050","manuh101","ALS","3","1","lower","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19271005","0","JOH01","HOM","W","exhibition","y"
"HOM192710050","manuh101","ALS","3","1","upper","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19271005","0","JOH01","HOM","W","exhibition","y"
"HOM192710070","manuh101","ALS","3","1","value","5","1","3","0","0","0","","0","","0","0","","","0","","","","","","","19271007","0","UNI01","HOM","W","exhibition","y"
"HOM192710070","manuh101","ALS","3","1","lower","5","1","3","0","0","0","","0","","0","0","","","0","","","","","","","19271007","0","UNI01","HOM","W","exhibition","y"
"HOM192710070","manuh101","ALS","3","1","upper","5","1","3","0","0","0","","0","","0","0","","","0","","","","","","","19271007","0","UNI01","HOM","W","exhibition","y"
"HOM192710080","manuh101","ALS","3","1","value","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19271008","0","PIT06","HOM","L","exhibition","y"
"HOM192710080","manuh101","ALS","3","1","lower","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19271008","0","PIT06","HOM","L","exhibition","y"
"HOM192710080","manuh101","ALS","3","1","upper","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19271008","0","PIT06","HOM","L","exhibition","y"
"HOM192710090","manuh101","ALS","3","1","value","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19271009","0","YOU01","HOM","L","exhibition","y"
"HOM192710090","manuh101","ALS","3","1","lower","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19271009","0","YOU01","HOM","L","exhibition","y"
"HOM192710090","manuh101","ALS","3","1","upper","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19271009","0","YOU01","HOM","L","exhibition","y"
"HOM192710100","manuh101","ALS","3","1","value","5","2","1","0","0","0","0","0","","0","0","","","0","","","","","","","19271010","0","JAM01","HOM","W","exhibition","y"
"HOM192710100","manuh101","ALS","3","1","lower","5","2","1","0","0","0","0","0","","0","0","","","0","","","","","","","19271010","0","JAM01","HOM","W","exhibition","y"
"HOM192710100","manuh101","ALS","3","1","upper","5","2","1","0","0","0","0","0","","0","0","","","0","","","","","","","19271010","0","JAM01","HOM","W","exhibition","y"
"ACY192710210","manuh101","ALS","3","1","value","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19271021","0","ACY01","ACY","W","exhibition","y"
"ACY192710210","manuh101","ALS","3","1","lower","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19271021","0","ACY01","ACY","W","exhibition","y"
"ACY192710210","manuh101","ALS","3","1","upper","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19271021","0","ACY01","ACY","W","exhibition","y"
"CAG192910120","manuh101","ALS","3","1","value","5","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19291012","0","CHI09","CAG","L","exhibition","y"
"CAG192910120","manuh101","ALS","3","1","lower","5","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19291012","0","CHI09","CAG","L","exhibition","y"
"CAG192910120","manuh101","ALS","3","1","upper","5","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19291012","0","CHI09","CAG","L","exhibition","y"
"CAG192910130","manuh101","ALS","3","1","value","3","0","0","0","0","0","","0","","0","1","","","0","","","","","","","19291013","0","CHI09","CAG","L","exhibition","y"
"CAG192910130","manuh101","ALS","3","1","lower","3","0","0","0","0","0","","0","","0","1","","","0","","","","","","","19291013","0","CHI09","CAG","L","exhibition","y"
"CAG192910130","manuh101","ALS","3","1","upper","3","0","0","0","0","0","","0","","0","1","","","0","","","","","","","19291013","0","CHI09","CAG","L","exhibition","y"
"CAG192910140","manuh101","ALS","3","1","value","4","0","1","1","0","0","0","0","","0","0","","","0","","","","","","","19291014","0","CHI09","CAG","W","exhibition","y"
"CAG192910140","manuh101","ALS","3","1","lower","4","0","1","1","0","0","0","0","","0","0","","","0","","","","","","","19291014","0","CHI09","CAG","W","exhibition","y"
"CAG192910140","manuh101","ALS","3","1","upper","4","0","1","1","0","0","0","0","","0","0","","","0","","","","","","","19291014","0","CHI09","CAG","W","exhibition","y"
"CAG192910150","manuh101","ALS","3","1","value","5","1","1","0","0","0","","0","","0","0","","","0","","","","","","","19291015","0","CHI09","CAG","L","exhibition","y"
"CAG192910150","manuh101","ALS","3","1","lower","5","1","1","0","0","0","","0","","0","0","","","0","","","","","","","19291015","0","CHI09","CAG","L","exhibition","y"
"CAG192910150","manuh101","ALS","3","1","upper","5","1","1","0","0","0","","0","","0","0","","","0","","","","","","","19291015","0","CHI09","CAG","L","exhibition","y"
"CAG192910170","manuh101","ALS","3","1","value","3","1","2","1","0","0","","0","","0","1","","","0","","","","","","","19291017","0","SPR02","CAG","L","exhibition","y"
"CAG192910170","manuh101","ALS","3","1","lower","3","1","2","1","0","0","","0","","0","1","","","0","","","","","","","19291017","0","SPR02","CAG","L","exhibition","y"
"CAG192910170","manuh101","ALS","3","1","upper","3","1","2","1","0","0","","0","","0","1","","","0","","","","","","","19291017","0","SPR02","CAG","L","exhibition","y"
"CAG192910200","manuh101","ALS","","","value","","1","1","","","1","1","","","","","","","","","","","","","","19291020","0","CHI09","CAG","W","exhibition",""
"CAG192910200","manuh101","ALS","","","lower","1","1","1","","","1","1","","","","","","","","","","","","","","19291020","0","CHI09","CAG","W","exhibition",""
