"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"NSH193209180","lyong102","NSH","1","3","value","27","13","0","0","0","0","0","19320918","0","NSH02","CAG","L","lcs","y"
"NSH193209180","lyong102","NSH","1","3","lower","27","13","0","0","0","0","0","19320918","0","NSH02","CAG","L","lcs","y"
"NSH193209180","lyong102","NSH","1","3","upper","27","13","0","0","0","0","0","19320918","0","NSH02","CAG","L","lcs","y"
"NSH193210060","lyong102","NSH","1","3","value","","9","0","0","0","0","0","19321006","0","NSH02","CAG","L","lcs","y"
"NSH193210060","lyong102","NSH","1","3","lower","","","","0","0","0","0","19321006","0","NSH02","CAG","L","lcs","y"
"NSH193210060","lyong102","NSH","1","3","upper","","","","0","0","0","0","19321006","0","NSH02","CAG","L","lcs","y"
"SAS193509290","lyong102","SAS","1","3","value","27","9","0","0","0","0","0","19350929","0","MEM03","NAS","L","allstar","y"
"SAS193509290","lyong102","SAS","1","3","lower","27","9","0","0","0","0","0","19350929","0","MEM03","NAS","L","allstar","y"
"SAS193509290","lyong102","SAS","1","3","upper","27","9","0","0","0","0","0","19350929","0","MEM03","NAS","L","allstar","y"
"SAS193708220","lyong102","SAS","1","3","value","18","6","0","0","0","0","0","19370822","0","BIR01","NAS","L","allstar","y"
"SAS193708220","lyong102","SAS","1","3","lower","","6","0","0","0","0","0","19370822","0","BIR01","NAS","L","allstar","y"
"SAS193708220","lyong102","SAS","1","3","upper","","6","0","0","0","0","0","19370822","0","BIR01","NAS","L","allstar","y"
"SAS193810020","lyong102","SAS","1","3","value","27","10","0","0","0","0","0","19381002","0","MEM02","NAS","W","allstar","y"
"SAS193810020","lyong102","SAS","1","3","lower","27","","","0","0","0","0","19381002","0","MEM02","NAS","W","allstar","y"
"SAS193810020","lyong102","SAS","1","3","upper","27","","","0","0","0","0","19381002","0","MEM02","NAS","W","allstar","y"
"HOM194205110","lyong102","BLG","1","3","value","27","10","0","0","0","0","0","19420511","0","ALT02","HOM","W","exhibition","y"
"HOM194205110","lyong102","BLG","1","3","lower","27","10","0","0","0","0","0","19420511","0","ALT02","HOM","W","exhibition","y"
"HOM194205110","lyong102","BLG","1","3","upper","27","10","0","0","0","0","0","19420511","0","ALT02","HOM","W","exhibition","y"
"HOM194205120","lyong102","BLG","1","3","value","21","6","0","0","0","0","0","19420512","0","AKR01","HOM","L","exhibition","y"
"HOM194205120","lyong102","BLG","1","3","lower","21","6","0","0","0","0","0","19420512","0","AKR01","HOM","L","exhibition","y"
"HOM194205120","lyong102","BLG","1","3","upper","21","6","0","0","0","0","0","19420512","0","AKR01","HOM","L","exhibition","y"
"NW2194205242","lyong102","BLG","1","3","value","","","","0","0","0","0","19420524","2","NWK04","NW2","W","regular","y"
"NW2194205242","lyong102","BLG","1","3","lower","","","","0","0","0","0","19420524","2","NWK04","NW2","W","regular","y"
"NW2194205242","lyong102","BLG","1","3","upper","","","","0","0","0","0","19420524","2","NWK04","NW2","W","regular","y"
"PH5194205250","lyong102","BLG","1","3","value","24","10","0","0","1","0","0","19420525","0","CHA02","PH5","L","exhibition","y"
"PH5194205250","lyong102","BLG","1","3","lower","24","10","0","0","1","0","0","19420525","0","CHA02","PH5","L","exhibition","y"
"PH5194205250","lyong102","BLG","1","3","upper","24","10","0","0","1","0","0","19420525","0","CHA02","PH5","L","exhibition","y"
"BLG194205302","lyong102","BLG","1","3","value","21","","","0","0","0","0","19420530","2","BAL14","NW2","L","regular","y"
"BLG194205302","lyong102","BLG","1","3","lower","21","","","0","0","0","0","19420530","2","BAL14","NW2","L","regular","y"
"BLG194205302","lyong102","BLG","1","3","upper","21","","","0","0","0","0","19420530","2","BAL14","NW2","L","regular","y"
"PH5194205311","lyong102","BLG","1","3","value","27","17","0","0","0","0","0","19420531","1","NYC16","PH5","W","regular","y"
"PH5194205311","lyong102","BLG","1","3","lower","27","17","0","0","0","0","0","19420531","1","NYC16","PH5","W","regular","y"
"PH5194205311","lyong102","BLG","1","3","upper","27","17","0","0","0","0","0","19420531","1","NYC16","PH5","W","regular","y"
"PH5194206110","lyong102","BLG","1","3","value","24","9","0","0","0","0","0","19420611","0","PHI17","PH5","L","regular","y"
"PH5194206110","lyong102","BLG","1","3","lower","24","9","0","0","0","0","0","19420611","0","PHI17","PH5","L","regular","y"
"PH5194206110","lyong102","BLG","1","3","upper","24","9","0","0","0","0","0","19420611","0","PHI17","PH5","L","regular","y"
