"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BLG194406030","walkt105","BLG","2","value","","","","","","","","","","","","","","","","","","","","","","","","19440603","0","BAL14","NW2","W","regular",""
"BLG194406030","walkt105","BLG","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19440603","0","BAL14","NW2","W","regular",""
"BLG194406030","walkt105","BLG","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19440603","0","BAL14","NW2","W","regular",""
"HOM194408080","walkt105","BLG","1","value","24","","41","13","0","5","0","9","8","4","","1","1","0","0","0","","","1","","1","","1","19440808","0","ALT02","HOM","L","regular","y"
"HOM194408080","walkt105","BLG","1","lower","24","","38","13","0","5","0","9","8","4","","1","1","0","0","0","","","","","","","","19440808","0","ALT02","HOM","L","regular","y"
"HOM194408080","walkt105","BLG","1","upper","24","","41","13","0","5","0","9","8","4","","1","1","0","0","0","","","","","","","","19440808","0","ALT02","HOM","L","regular","y"
"NY6194408131","walkt105","BLG","3","value","","","","","","","","","","","","","","","","","","","","","","1","","19440813","1","NYC14","NY6","L","exhibition",""
"NY6194408131","walkt105","BLG","3","lower","","","","","","","","","","","","","","","","","","","","","","","","19440813","1","NYC14","NY6","L","exhibition",""
"NY6194408131","walkt105","BLG","3","upper","","","","","","","","","","","","","","","","","","","","","","","","19440813","1","NYC14","NY6","L","exhibition",""
"NY6194408190","walkt105","BLG","1","value","24","","33","5","2","0","1","3","","2","","7","1","0","0","0","","","1","","1","","1","19440819","0","HRB01","NY6","L","regular","y"
"NY6194408190","walkt105","BLG","1","lower","24","","30","5","2","0","1","3","","2","","7","1","0","0","0","","","","","","","","19440819","0","HRB01","NY6","L","regular","y"
"NY6194408190","walkt105","BLG","1","upper","24","","33","5","2","0","1","3","","2","","7","1","0","0","0","","","","","","","","19440819","0","HRB01","NY6","L","regular","y"
"BLG194408250","walkt105","BLG","3","value","7","","8","0","","0","0","0","","1","","1","0","0","0","","","","","","","1","","19440825","0","BAL14","HOM","L","exhibition","y"
"BLG194408250","walkt105","BLG","3","lower","7","","","0","","0","0","0","","1","","1","0","0","0","","","","","","","","","19440825","0","BAL14","HOM","L","exhibition","y"
"BLG194408250","walkt105","BLG","3","upper","7","","","0","","0","0","0","","1","","1","0","0","0","","","","","","","","","19440825","0","BAL14","HOM","L","exhibition","y"
"BLG194409070","walkt105","BLG","1","value","27","","","","","","","6","","1","","","","","","","","","1","","1","","1","19440907","0","NOR02","NY5","L","exhibition",""
"BLG194409070","walkt105","BLG","1","lower","27","","","","","","","6","","1","","","","","","","","","","","","","","19440907","0","NOR02","NY5","L","exhibition",""
"BLG194409070","walkt105","BLG","1","upper","27","","","","","","","6","","1","","","","","","","","","","","","","","19440907","0","NOR02","NY5","L","exhibition",""
"BLG194409160","walkt105","BLG","1","value","27","","36","7","2","0","0","3","","2","","3","0","0","0","1","","1","","","1","","1","19440916","0","HRB01","CVB","W","exhibition","y"
"BLG194409160","walkt105","BLG","1","lower","27","","34","7","2","0","0","3","","2","","3","0","0","0","1","","","","","","","","19440916","0","HRB01","CVB","W","exhibition","y"
"BLG194409160","walkt105","BLG","1","upper","27","","36","7","2","0","0","3","","2","","3","0","0","0","1","","","","","","","","19440916","0","HRB01","CVB","W","exhibition","y"
"MEM194409242","walkt105","BLG","1","value","21","","","6","","","","1","","","","","","","","","","1","","","1","","1","19440924","2","NOL01","MEM","W","exhibition",""
"MEM194409242","walkt105","BLG","1","lower","21","","","6","","","","1","","","","","","","","","","","","","","","","19440924","2","NOL01","MEM","W","exhibition",""
"MEM194409242","walkt105","BLG","1","upper","21","","","6","","","","1","","","","","","","","","","","","","","","","19440924","2","NOL01","MEM","W","exhibition",""
"MEM194410050","walkt105","BLG","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19441005","0","OKC02","MEM","L","exhibition",""
"MEM194410050","walkt105","BLG","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19441005","0","OKC02","MEM","L","exhibition",""
"MEM194410050","walkt105","BLG","1","upper","","","","","","","","","","","","","","","","","","","1","","","","","19441005","0","OKC02","MEM","L","exhibition",""
"BLG194505302","walkt105","BLG","3","value","7","","19","9","","","","8","","0","","","","","","","","","","","","1","","19450530","2","BAL14","NY5","L","regular","y"
"BLG194505302","walkt105","BLG","3","lower","","","","","","","","","","","","","","","","","","","","","","","","19450530","2","BAL14","NY5","L","regular","y"
"BLG194505302","walkt105","BLG","3","upper","","","","","","","","","","","","","","","","","","","","","","","","19450530","2","BAL14","NY5","L","regular","y"
"PH5194506120","walkt105","BLG","2","value","8","","11","3","","","0","2","","0","","2","0","0","0","","","","","","","1","","19450612","0","WIL04","PH5","W","regular","y"
"PH5194506120","walkt105","BLG","2","lower","8","","","3","","","0","","","0","","2","0","0","0","","","","","","","","","19450612","0","WIL04","PH5","W","regular","y"
"PH5194506120","walkt105","BLG","2","upper","8","","","3","","","0","","","0","","2","0","0","0","","","","","","","","","19450612","0","WIL04","PH5","W","regular","y"
"PH5194506230","walkt105","BLG","3","value","7","","14","6","","","0","4","","1","","","0","0","0","","","","","","","","","19450623","0","PHI17","PH5","L","regular","y"
"PH5194506230","walkt105","BLG","3","lower","6","","","","","","0","4","","","","","0","0","0","","","","","","","","","19450623","0","PHI17","PH5","L","regular","y"
