"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"SSN192509200","davir103","SSN","1","value","25","0","34","9","1","1","1","3","3","2","0","4","0","0","0","0","0","1","","","1","","","19250920","0","STL12","KCM","W","lcs","y"
"SSN192509200","davir103","SSN","1","lower","25","0","34","9","1","1","1","3","3","2","0","4","0","0","0","0","0","","","","","","","19250920","0","STL12","KCM","W","lcs","y"
"SSN192509200","davir103","SSN","1","upper","25","0","34","9","1","1","1","3","3","2","0","4","0","0","0","0","0","","","","","","","19250920","0","STL12","KCM","W","lcs","y"
"KCM192509281","davir103","SSN","1","value","9","0","15","1","0","0","0","1","0","4","0","0","0","0","0","1","0","","","","1","","","19250928","1","CHI09","KCM","L","lcs","y"
"KCM192509281","davir103","SSN","1","lower","9","","15","1","","","0","1","","4","","0","0","0","0","1","","","","","","","","19250928","1","CHI09","KCM","L","lcs","y"
"KCM192509281","davir103","SSN","1","upper","9","","15","1","","","0","1","","4","","2","0","0","0","1","","","","","","","","19250928","1","CHI09","KCM","L","lcs","y"
"CAG192809220","davir103","SSN","2","value","3","","7","3","","","0","2","","0","","0","1","0","0","0","","","","","","1","","19280922","0","CHI09","CAG","L","lcs","y"
"CAG192809220","davir103","SSN","2","lower","3","","7","3","","","0","2","","0","","0","1","0","0","0","","","","","","","","19280922","0","CHI09","CAG","L","lcs","y"
"CAG192809220","davir103","SSN","2","upper","3","","7","3","","","0","2","","0","","0","1","0","0","0","","","","","","","","19280922","0","CHI09","CAG","L","lcs","y"
"CAG192906092","davir103","SSN","3","value","9","","","","","","","0","0","","","","","","","","","1","","","","1","","19290609","2","CHI09","CAG","W","regular",""
"CAG192906092","davir103","SSN","3","lower","9","","","","","","","0","0","","","","","","","","","","","","","","","19290609","2","CHI09","CAG","W","regular",""
"CAG192906092","davir103","SSN","3","upper","9","","","","","","","0","0","","","","","","","","","","","","","","","19290609","2","CHI09","CAG","W","regular",""
"CAG192910140","davir103","CAG","2","value","3","","5","1","","","0","0","0","1","","2","0","0","0","0","","","","","","1","","19291014","0","CHI09","ALS","L","exhibition","y"
"CAG192910140","davir103","CAG","2","lower","3","","5","1","","","0","0","0","1","","2","0","0","0","0","","","","","","","","19291014","0","CHI09","ALS","L","exhibition","y"
"CAG192910140","davir103","CAG","2","upper","3","","5","1","","","0","0","0","1","","2","0","0","0","0","","","","","","","","19291014","0","CHI09","ALS","L","exhibition","y"
"CAG192910170","davir103","CAG","1","value","27","","35","6","","","0","3","","2","","4","0","0","0","1","","1","","","1","","1","19291017","0","SPR02","ALS","W","exhibition","y"
"CAG192910170","davir103","CAG","1","lower","27","","35","6","","","0","3","","2","","4","0","0","0","1","","","","","","","","19291017","0","SPR02","ALS","W","exhibition","y"
"CAG192910170","davir103","CAG","1","upper","27","","35","6","","","0","3","","2","","4","0","0","0","1","","","","","","","","19291017","0","SPR02","ALS","W","exhibition","y"
"SSN193004190","davir103","SSN","1","value","27","","36","7","","","0","4","","3","","7","0","0","0","0","","","1","","1","","1","19300419","0","STL12","HOM","L","exhibition","y"
"SSN193004190","davir103","SSN","1","lower","27","","36","7","","","0","4","","3","","7","0","0","0","0","","","","","","","","19300419","0","STL12","HOM","L","exhibition","y"
"SSN193004190","davir103","SSN","1","upper","27","","36","7","","","0","4","","3","","7","0","0","0","0","","","","","","","","19300419","0","STL12","HOM","L","exhibition","y"
"SSN193009010","davir103","SSN","2","value","3","","4","1","","","0","0","","0","","0","0","0","0","0","","1","","","","","","19300901","0","STL12","HOM","W","championship","y"
"SSN193009010","davir103","SSN","2","lower","3","","4","1","","","0","0","","0","","0","0","0","0","0","","","","","","","","19300901","0","STL12","HOM","W","championship","y"
"SSN193009010","davir103","SSN","2","upper","3","","4","1","","","0","0","","0","","0","0","0","0","0","","","","","","","","19300901","0","STL12","HOM","W","championship","y"
"SSN193009020","davir103","SSN","2","value","5","","13","7","","","0","4","","2","","2","0","0","0","0","","","","","","","","19300902","0","STL12","HOM","W","championship","y"
"SSN193009020","davir103","SSN","2","lower","5","","13","7","","","0","4","","2","","2","0","0","0","0","","","","","","","","19300902","0","STL12","HOM","W","championship","y"
"SSN193009020","davir103","SSN","2","upper","5","","13","7","","","0","4","","2","","2","0","0","0","0","","","","","","","","19300902","0","STL12","HOM","W","championship","y"
"DT1193009220","davir103","SSN","1","value","27","0","41","11","","","0","7","","1","","5","0","0","0","2","","1","","","1","","1","19300922","0","DET06","DT1","W","lcs","y"
"DT1193009220","davir103","SSN","1","lower","27","0","41","11","","","0","7","","1","","5","0","0","0","2","","","","","","","","19300922","0","DET06","DT1","W","lcs","y"
"DT1193009220","davir103","SSN","1","upper","27","0","41","11","","","0","7","","1","","5","0","0","0","2","","","","","","","","19300922","0","DET06","DT1","W","lcs","y"
"NY6193509140","davir103","PTC","1","value","24","","35","11","","","1","4","","0","","3","0","0","0","0","","","1","","1","","1","19350914","0","PHI17","NY6","L","lcs","y"
"NY6193509140","davir103","PTC","1","lower","24","","35","11","","","1","4","","0","","3","0","0","0","0","","","","","","","","19350914","0","PHI17","NY6","L","lcs","y"
"NY6193509140","davir103","PTC","1","upper","24","","35","11","","","1","4","","0","","3","0","0","0","0","","","","","","","","19350914","0","PHI17","NY6","L","lcs","y"
"PTC193509190","davir103","PTC","1","value","27","","35","8","","","1","2","","3","","4","0","0","0","0","","1","","","1","","1","19350919","0","PIT09","NY6","W","lcs","y"
"PTC193509190","davir103","PTC","1","lower","27","","35","8","","","1","2","","3","","4","0","0","0","0","","","","","","","","19350919","0","PIT09","NY6","W","lcs","y"
"PTC193509190","davir103","PTC","1","upper","27","","35","8","","","1","2","","3","","4","0","0","0","0","","","","","","","","19350919","0","PIT09","NY6","W","lcs","y"
"NY6193509210","davir103","PTC","2","value","6","","10","4","","","0","3","","0","","","0","0","0","0","","","","","","1","","19350921","0","PHI17","NY6","W","lcs","y"
"NY6193509210","davir103","PTC","2","lower","6","","10","4","","","0","3","","0","","","0","0","0","0","","","","","","","","19350921","0","PHI17","NY6","W","lcs","y"
"NY6193509210","davir103","PTC","2","upper","6","","10","4","","","0","3","","0","","","0","0","0","0","","","","","","","","19350921","0","PHI17","NY6","W","lcs","y"
"SHR193510090","davir103","PTC","3","value","11","0","13","2","1","1","0","0","0","1","0","2","0","0","0","0","0","1","","","","1","","19351009","0","DAY03","SHR","W","exhibition","y"
"SHR193510090","davir103","PTC","3","lower","11","0","13","2","","","0","0","","1","","2","0","0","0","0","","","","","","","","19351009","0","DAY03","SHR","W","exhibition","y"
"SHR193510090","davir103","PTC","3","upper","11","0","13","2","","","0","0","","1","","6","0","0","0","0","","","","","","","","19351009","0","DAY03","SHR","W","exhibition","y"
"ALM193510250","davir103","PTC","2","value","9","0","13","2","0","0","1","2","1","0","0","0","0","0","0","0","0","","","","","1","","19351025","0","MEX01","ALM","T","exhibition","y"
