"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"BCG194310241","metkg101","PIR","1","9","value","27","1","1","0","1","0","0","19431024","1","LOS04","BCG","W","exhibition","y"
"BCG194310241","metkg101","PIR","1","9","lower","27","1","1","0","1","0","0","19431024","1","LOS04","BCG","W","exhibition","y"
"BCG194310241","metkg101","PIR","1","9","upper","27","1","1","0","1","0","0","19431024","1","LOS04","BCG","W","exhibition","y"
"BCG194310242","metkg101","PIR","1","9","value","18","1","0","0","0","0","0","19431024","2","LOS04","BCG","L","exhibition","y"
"BCG194310242","metkg101","PIR","1","9","lower","18","1","0","0","0","0","0","19431024","2","LOS04","BCG","L","exhibition","y"
"BCG194310242","metkg101","PIR","1","9","upper","18","1","0","0","0","0","0","19431024","2","LOS04","BCG","L","exhibition","y"
"BCG194310311","metkg101","PIR","1","9","value","25","2","0","0","0","0","0","19431031","1","LOS04","BCG","L","exhibition","y"
"BCG194310311","metkg101","PIR","1","9","lower","25","2","0","0","0","0","0","19431031","1","LOS04","BCG","L","exhibition","y"
"BCG194310311","metkg101","PIR","1","9","upper","25","2","0","0","0","0","0","19431031","1","LOS04","BCG","L","exhibition","y"
"BCG194310312","metkg101","PIR","1","9","value","","0","0","0","0","0","0","19431031","2","LOS04","BCG","T","exhibition","y"
"BCG194310312","metkg101","PIR","1","9","lower","","0","0","0","0","0","0","19431031","2","LOS04","BCG","T","exhibition","y"
"BCG194310312","metkg101","PIR","1","9","upper","","0","0","0","0","0","0","19431031","2","LOS04","BCG","T","exhibition","y"
"KCR194311050","metkg101","MLS","1","7","value","27","3","2","0","0","0","0","19431105","0","LOS02","KCR","W","exhibition","y"
"KCR194311050","metkg101","MLS","1","7","lower","27","3","2","0","0","0","0","19431105","0","LOS02","KCR","W","exhibition","y"
"KCR194311050","metkg101","MLS","1","7","upper","27","3","2","0","0","0","0","19431105","0","LOS02","KCR","W","exhibition","y"
"BCG194311071","metkg101","PIR","1","9","value","24","1","0","0","0","0","0","19431107","1","LOS04","BCG","L","exhibition","y"
"BCG194311071","metkg101","PIR","1","9","lower","24","1","0","0","0","0","0","19431107","1","LOS04","BCG","L","exhibition","y"
"BCG194311071","metkg101","PIR","1","9","upper","24","1","0","0","0","0","0","19431107","1","LOS04","BCG","L","exhibition","y"
"BCG194311072","metkg101","PIR","1","9","value","15","2","0","0","0","0","0","19431107","2","LOS04","BCG","W","exhibition","y"
"BCG194311072","metkg101","PIR","1","9","lower","15","2","0","0","0","0","0","19431107","2","LOS04","BCG","W","exhibition","y"
"BCG194311072","metkg101","PIR","1","9","upper","15","2","0","0","0","0","0","19431107","2","LOS04","BCG","W","exhibition","y"
"MLS194410110","metkg101","MLS","1","9","value","27","1","","0","0","0","0","19441011","0","LOS02","KCR","W","exhibition","y"
"MLS194410110","metkg101","MLS","1","9","lower","27","1","","0","0","0","0","19441011","0","LOS02","KCR","W","exhibition","y"
"MLS194410110","metkg101","MLS","1","9","upper","27","1","","0","0","0","0","19441011","0","LOS02","KCR","W","exhibition","y"
"KCR194510090","metkg101","VDA","1","3","value","27","1","0","0","1","0","0","19451009","0","LOS02","KCR","W","exhibition","y"
"KCR194510090","metkg101","VDA","1","3","lower","27","1","0","0","1","0","0","19451009","0","LOS02","KCR","W","exhibition","y"
"KCR194510090","metkg101","VDA","1","3","upper","27","11","1","0","1","0","0","19451009","0","LOS02","KCR","W","exhibition","y"
"MLS194710120","metkg101","MLS","1","9","value","36","2","0","0","0","0","0","19471012","0","SAN03","KCR","W","exhibition","y"
"MLS194710120","metkg101","MLS","1","9","lower","36","2","0","0","0","0","0","19471012","0","SAN03","KCR","W","exhibition","y"
"MLS194710120","metkg101","MLS","1","9","upper","36","2","0","0","0","0","0","19471012","0","SAN03","KCR","W","exhibition","y"
"KCR194710230","metkg101","MLS","1","3","value","38","15","0","0","0","0","0","19471023","0","LOS02","KCR","L","exhibition","y"
"KCR194710230","metkg101","MLS","1","3","lower","38","15","0","0","0","0","0","19471023","0","LOS02","KCR","L","exhibition","y"
"KCR194710230","metkg101","MLS","1","3","upper","38","15","0","0","0","0","0","19471023","0","LOS02","KCR","L","exhibition","y"
"KCR194710260","metkg101","MLS","1","3","value","24","6","0","1","0","0","0","19471026","0","LOS02","KCR","L","exhibition","y"
"KCR194710260","metkg101","MLS","1","3","lower","24","6","0","1","0","0","0","19471026","0","LOS02","KCR","L","exhibition","y"
"KCR194710260","metkg101","MLS","1","3","upper","24","6","0","1","0","0","0","19471026","0","LOS02","KCR","L","exhibition","y"
