"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"MEM194205210","jeffu101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","19420521","0","PBL01","MEM","L","regular",""
"MEM194205210","jeffu101","CAG","","","lower","","","","","","","","","","","","","","","","","","","","","19420521","0","PBL01","MEM","L","regular",""
"MEM194205210","jeffu101","CAG","","","upper","","","","","","","","","","","","","","","","","","","","","19420521","0","PBL01","MEM","L","regular",""
"MEM194205220","jeffu101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","19420522","0","PBL01","MEM","L","regular",""
"MEM194205220","jeffu101","CAG","","","lower","","","","","","","","","","","","","","","","","","","","","19420522","0","PBL01","MEM","L","regular",""
"MEM194205220","jeffu101","CAG","","","upper","","","","","","","","","","","","","","","","","","","","","19420522","0","PBL01","MEM","L","regular",""
"KCM194308160","jeffu101","CI2","","","value","","","","","","","","","","","","","","","","","","","","","19430816","0","MEM03","KCM","L","regular",""
"KCM194308160","jeffu101","CI2","","","lower","","","","","","","","","","","","","","","","","","","","","19430816","0","MEM03","KCM","L","regular",""
"KCM194308160","jeffu101","CI2","","","upper","","","","","","","","","","","","","","","","","","","","","19430816","0","MEM03","KCM","L","regular",""
"KCM194308200","jeffu101","CI2","8","1","value","","","","","","","","","","","","","","","","","","","","","19430820","0","WAC01","KCM","L","regular",""
"KCM194308200","jeffu101","CI2","8","1","lower","1","","","","","","","","","","","","","","","","","","","","19430820","0","WAC01","KCM","L","regular",""
"KCM194308200","jeffu101","CI2","8","1","upper","1","","","","","","","","","","","","","","","","","","","","19430820","0","WAC01","KCM","L","regular",""
"KCM194308222","jeffu101","CI2","","","value","","","","","","","","","","","","","","","","","","","","","19430822","2","DAL01","KCM","L","regular",""
"KCM194308222","jeffu101","CI2","","","lower","","","","","","","","","","","","","","","","","","","","","19430822","2","DAL01","KCM","L","regular",""
"KCM194308222","jeffu101","CI2","","","upper","","","","","","","","","","","","","","","","","","","","","19430822","2","DAL01","KCM","L","regular",""
"KCM194308230","jeffu101","CI2","6","1","value","1","0","0","0","0","0","1","0","","0","0","0","","0","","","0","","","","19430823","0","OKC02","KCM","L","regular","y"
"KCM194308230","jeffu101","CI2","6","1","lower","1","0","0","0","0","0","1","0","","0","","","","0","","","0","","","","19430823","0","OKC02","KCM","L","regular","y"
"KCM194308230","jeffu101","CI2","6","1","upper","1","0","0","0","0","0","1","0","","0","","","","0","","","0","","","","19430823","0","OKC02","KCM","L","regular","y"
"KCM194308260","jeffu101","CI2","2","2","value","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","1","","19430826","0","KAN05","KCM","L","regular","y"
"KCM194308260","jeffu101","CI2","2","2","lower","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19430826","0","KAN05","KCM","L","regular","y"
"KCM194308260","jeffu101","CI2","2","2","upper","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19430826","0","KAN05","KCM","L","regular","y"
"CI2194309020","jeffu101","CI2","6","2","value","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","1","","19430902","0","MIL03","NY6","L","exhibition","y"
"CI2194309020","jeffu101","CI2","6","2","lower","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19430902","0","MIL03","NY6","L","exhibition","y"
"CI2194309020","jeffu101","CI2","6","2","upper","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19430902","0","MIL03","NY6","L","exhibition","y"
"CI2194309100","jeffu101","CI2","","","value","","","","","","","","","","","","","","","","","","","","","19430910","0","COL05","NY6","W","exhibition",""
"CI2194309100","jeffu101","CI2","","","lower","","","","","","","","","","","","","","","","","","","","","19430910","0","COL05","NY6","W","exhibition",""
"CI2194309100","jeffu101","CI2","","","upper","","","","","","","","","","","","","","","","","","","","","19430910","0","COL05","NY6","W","exhibition",""
"CVB194309121","jeffu101","CI2","8","2","value","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19430912","1","CLE06","CVB","L","exhibition","y"
"CVB194309121","jeffu101","CI2","8","2","lower","0","","0","0","0","0","","0","","0","","","","0","","","0","","","","19430912","1","CLE06","CVB","L","exhibition","y"
"CVB194309121","jeffu101","CI2","8","2","upper","0","","0","0","0","0","","0","","0","","","","0","","","0","","","","19430912","1","CLE06","CVB","L","exhibition","y"
"CVB194309122","jeffu101","CI2","8","1","value","2","0","1","0","0","0","","2","","0","0","0","","0","","","0","","","","19430912","2","CLE06","CVB","L","exhibition","y"
"CVB194309122","jeffu101","CI2","8","1","lower","2","0","1","0","0","0","","2","","0","","","","0","","","0","","","","19430912","2","CLE06","CVB","L","exhibition","y"
"CVB194309122","jeffu101","CI2","8","1","upper","2","0","1","0","0","0","","2","","0","","","","0","","","0","","","","19430912","2","CLE06","CVB","L","exhibition","y"
"CI2194309150","jeffu101","CI2","","","value","","","","","","","","","","","","","","","","","","","","","19430915","0","BEL01","KCM","L","exhibition",""
"CI2194309150","jeffu101","CI2","","","lower","","","","","","","","","","","","","","","","","","","","","19430915","0","BEL01","KCM","L","exhibition",""
"CI2194309150","jeffu101","CI2","","","upper","","","","","","","","","","","","","","","","","","","","","19430915","0","BEL01","KCM","L","exhibition",""
"KCM194309170","jeffu101","CI2","","","value","","","","","","","","","","","","","","","","","","","","","19430917","0","OKC02","KCM","W","exhibition",""
"KCM194309170","jeffu101","CI2","","","lower","","","","","","","","","","","","","","","","","","","","","19430917","0","OKC02","KCM","W","exhibition",""
"KCM194309170","jeffu101","CI2","","","upper","","","","","","","","","","","","","","","","","","","","","19430917","0","OKC02","KCM","W","exhibition",""
"KCM194309191","jeffu101","CI2","","","value","","","","","","","","","","","","","","","","","","","","","19430919","1","DAL01","KCM","W","exhibition",""
"KCM194309191","jeffu101","CI2","","","lower","","","","","","","","","","","","","","","","","","","","","19430919","1","DAL01","KCM","W","exhibition",""
"KCM194309191","jeffu101","CI2","","","upper","","","","","","","","","","","","","","","","","","","","","19430919","1","DAL01","KCM","W","exhibition",""
"KCM194309192","jeffu101","CI2","","","value","","","","","","","","","","","","","","","","","","","","","19430919","2","DAL01","KCM","W","exhibition",""
"KCM194309192","jeffu101","CI2","","","lower","","","","","","","","","","","","","","","","","","","","","19430919","2","DAL01","KCM","W","exhibition",""
"KCM194309192","jeffu101","CI2","","","upper","","","","","","","","","","","","","","","","","","","","","19430919","2","DAL01","KCM","W","exhibition",""
"CI2194310030","jeffu101","CI2","","","value","","","","","","","","","","","","","","","","","","","","","19431003","0","LRK02","NY5","L","exhibition",""
"CI2194310030","jeffu101","CI2","","","lower","","","","","","","","","","","","","","","","","","","","","19431003","0","LRK02","NY5","L","exhibition",""
"CI2194310030","jeffu101","CI2","","","upper","","","","","","","","","","","","","","","","","","","","","19431003","0","LRK02","NY5","L","exhibition",""
