"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PH5194605200","colec106","NW2","1","value","24","","","2","","1","1","7","","","","","","","","","","","1","","1","","1","19460520","0","NOR02","PH5","L","regular",""
"PH5194605200","colec106","NW2","1","lower","24","","","2","","1","1","7","","","","","","","","","","","","","","","","19460520","0","NOR02","PH5","L","regular",""
"PH5194605200","colec106","NW2","1","upper","24","","","2","","1","1","7","","","","","","","","","","","","","","","","19460520","0","NOR02","PH5","L","regular",""
"NY6194606100","colec106","NW2","1","value","18","","26","3","0","0","0","3","","6","","1","0","1","0","","","","1","","1","","","19460610","0","NYC23","NY6","L","regular","y"
"NY6194606100","colec106","NW2","1","lower","18","","","3","0","0","0","3","","6","","1","0","1","0","","","","","","","","","19460610","0","NYC23","NY6","L","regular","y"
"NY6194606100","colec106","NW2","1","upper","18","","","3","0","0","0","3","","6","","1","0","1","0","","","","","","","","","19460610","0","NYC23","NY6","L","regular","y"
"NW2194606212","colec106","NW2","1","value","27","","","2","","","","0","0","","","","","","","","","1","","","1","","1","19460621","2","NWK04","NY5","W","regular",""
"NW2194606212","colec106","NW2","1","lower","27","","","2","","","","0","0","","","","","","","","","","","","","","","19460621","2","NWK04","NY5","W","regular",""
"NW2194606212","colec106","NW2","1","upper","27","","","2","","","","0","0","","","","","","","","","","","","","","","19460621","2","NWK04","NY5","W","regular",""
"NW2194606280","colec106","NW2","1","value","15","3","27","7","","","0","8","","5","","","0","0","0","","","","","","1","","","19460628","0","NWK04","HOM","W","regular","y"
"NW2194606280","colec106","NW2","1","lower","15","3","","","","","0","8","","","","","0","0","0","","","","","","","","","19460628","0","NWK04","HOM","W","regular","y"
"NW2194606280","colec106","NW2","1","upper","15","3","","","","","0","8","","","","","0","0","0","","","","","","","","","19460628","0","NWK04","HOM","W","regular","y"
"CVB194607180","colec106","NW2","1","value","7","","17","6","","0","0","7","","3","","0","0","0","0","","","","1","","1","","","19460718","0","ROC04","CVB","L","exhibition","y"
"CVB194607180","colec106","NW2","1","lower","7","","","6","","0","0","","","3","","0","0","0","0","","","","","","","","","19460718","0","ROC04","CVB","L","exhibition","y"
"CVB194607180","colec106","NW2","1","upper","7","","","6","","0","0","","","3","","0","0","0","0","","","","","","","","","19460718","0","ROC04","CVB","L","exhibition","y"
"PH5194607270","colec106","NW2","2","value","3","","8","4","","","","4","","","","","","","","","","","","","","","","19460727","0","PHI17","PH5","W","regular","y"
"PH5194607270","colec106","NW2","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19460727","0","PHI17","PH5","W","regular","y"
"PH5194607270","colec106","NW2","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19460727","0","PHI17","PH5","W","regular","y"
"HOM194607282","colec106","NW2","1","value","19","","24","3","","0","0","3","","3","","","0","0","0","","","","","","1","","","19460728","2","WAS09","HOM","W","regular","y"
"HOM194607282","colec106","NW2","1","lower","19","","","3","","0","0","","","","","","0","0","0","","","","","","","","","19460728","2","WAS09","HOM","W","regular","y"
"HOM194607282","colec106","NW2","1","upper","19","","","3","","0","0","","","","","","0","0","0","","","","","","","","","19460728","2","WAS09","HOM","W","regular","y"
"NW2194608080","colec106","NW2","2","value","16","","19","3","","0","0","2","","","","","0","0","0","1","","","","","","1","","19460808","0","NWK04","MEM","L","exhibition","y"
"NW2194608080","colec106","NW2","2","lower","15","","","","","0","0","","","","","","0","0","0","","","","","","","","","19460808","0","NWK04","MEM","L","exhibition","y"
"NW2194608080","colec106","NW2","2","upper","18","","","","","0","0","","","","","","0","0","0","","","","","","","","","19460808","0","NWK04","MEM","L","exhibition","y"
"NW2194608260","colec106","NW2","2","value","2","","2","0","","","0","0","","0","","0","0","0","0","","","1","","","","","","19460826","0","WIL04","NY6","W","regular","y"
"NW2194608260","colec106","NW2","2","lower","2","","","0","","","0","","","0","","0","0","0","0","","","","","","","","","19460826","0","WIL04","NY6","W","regular","y"
"NW2194608260","colec106","NW2","2","upper","2","","","0","","","0","","","0","","0","0","0","0","","","","","","","","","19460826","0","WIL04","NY6","W","regular","y"
"PH5194609032","colec106","NW2","2","value","4","","9","1","","0","0","0","","4","","1","0","0","0","1","","","","","","","","19460903","2","PHI11","PH5","L","regular","y"
"PH5194609032","colec106","NW2","2","lower","4","","","1","","0","0","","","4","","1","0","0","0","","","","","","","","","19460903","2","PHI11","PH5","L","regular","y"
"PH5194609032","colec106","NW2","2","upper","4","","","1","","0","0","","","4","","1","0","0","0","","","","","","","","","19460903","2","PHI11","PH5","L","regular","y"
"NW2194609060","colec106","NW2","1","value","27","","","9","2","","","7","","","","","","","","","","1","","","1","","1","19460906","0","TRE01","NY6","W","regular",""
"NW2194609060","colec106","NW2","1","lower","27","","","9","2","","","7","","","","","","","","","","","","","","","","19460906","0","TRE01","NY6","W","regular",""
"NW2194609060","colec106","NW2","1","upper","27","","","9","2","","","7","","","","","","","","","","","","","","","","19460906","0","TRE01","NY6","W","regular",""
