"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"IN4192105090","ewinb103","CB1","1","2","value","7","1","0","0","0","0","0","19210509","0","IND11","IN4","L","regular","y"
"IN4192105090","ewinb103","CB1","1","2","lower","7","1","0","0","0","0","0","19210509","0","IND11","IN4","L","regular","y"
"IN4192105090","ewinb103","CB1","1","2","upper","7","1","2","0","0","0","1","19210509","0","IND11","IN4","L","regular","y"
"IN4192105090","ewinb103","CB1","2","1","value","17","0","2","0","0","0","0","19210509","0","IND11","IN4","L","regular","y"
"IN4192105090","ewinb103","CB1","2","1","lower","17","","","0","0","0","0","19210509","0","IND11","IN4","L","regular","y"
"IN4192105090","ewinb103","CB1","2","1","upper","17","","","0","0","0","0","19210509","0","IND11","IN4","L","regular","y"
"HOM192810070","ewinb103","HOM","1","2","value","27","4","0","0","0","0","0","19281007","0","SHA01","ALS","W","exhibition","y"
"HOM192810070","ewinb103","HOM","1","2","lower","27","4","0","0","0","0","0","19281007","0","SHA01","ALS","W","exhibition","y"
"HOM192810070","ewinb103","HOM","1","2","upper","27","4","0","0","0","0","0","19281007","0","SHA01","ALS","W","exhibition","y"
"HOM192810080","ewinb103","HOM","1","2","value","27","0","2","0","0","0","0","19281008","0","FMT01","ALS","W","exhibition","y"
"HOM192810080","ewinb103","HOM","1","2","lower","27","0","2","0","0","0","0","19281008","0","FMT01","ALS","W","exhibition","y"
"HOM192810080","ewinb103","HOM","1","2","upper","27","0","2","0","0","0","0","19281008","0","FMT01","ALS","W","exhibition","y"
"HOM192810100","ewinb103","HOM","1","2","value","27","9","0","0","0","0","0","19281010","0","PIT06","ALS","W","exhibition","y"
"HOM192810100","ewinb103","HOM","1","2","lower","27","9","0","0","0","0","0","19281010","0","PIT06","ALS","W","exhibition","y"
"HOM192810100","ewinb103","HOM","1","2","upper","27","9","0","0","0","0","0","19281010","0","PIT06","ALS","W","exhibition","y"
"HOM192810110","ewinb103","HOM","1","2","value","27","4","0","0","0","0","0","19281011","0","BUT01","ALS","W","exhibition","y"
"HOM192810110","ewinb103","HOM","1","2","lower","27","4","0","0","0","0","0","19281011","0","BUT01","ALS","W","exhibition","y"
"HOM192810110","ewinb103","HOM","1","2","upper","27","4","0","0","0","0","0","19281011","0","BUT01","ALS","W","exhibition","y"
"HOM192810120","ewinb103","HOM","1","2","value","27","6","1","0","0","0","0","19281012","0","PIT06","ALS","L","exhibition","y"
"HOM192810120","ewinb103","HOM","1","2","lower","27","6","1","0","0","0","0","19281012","0","PIT06","ALS","L","exhibition","y"
"HOM192810120","ewinb103","HOM","1","2","upper","27","6","1","0","0","0","0","19281012","0","PIT06","ALS","L","exhibition","y"
"SSN193004190","ewinb103","HOM","1","2","value","27","","","0","0","0","0","19300419","0","STL12","SSN","W","exhibition","y"
"SSN193004190","ewinb103","HOM","1","2","lower","27","","","0","0","0","0","19300419","0","STL12","SSN","W","exhibition","y"
"SSN193004190","ewinb103","HOM","1","2","upper","27","","","0","0","0","0","19300419","0","STL12","SSN","W","exhibition","y"
"SSN193004210","ewinb103","HOM","1","2","value","27","10","2","0","0","0","0","19300421","0","STL12","SSN","W","exhibition","y"
"SSN193004210","ewinb103","HOM","1","2","lower","27","10","2","0","0","0","0","19300421","0","STL12","SSN","W","exhibition","y"
"SSN193004210","ewinb103","HOM","1","2","upper","27","10","2","0","0","0","0","19300421","0","STL12","SSN","W","exhibition","y"
"HOM193007180","ewinb103","HOM","1","2","value","36","10","3","0","0","0","0","19300718","0","PIT06","KCM","W","exhibition","y"
"HOM193007180","ewinb103","HOM","1","2","lower","36","10","3","0","0","0","0","19300718","0","PIT06","KCM","W","exhibition","y"
"HOM193007180","ewinb103","HOM","1","2","upper","36","10","3","0","0","0","0","19300718","0","PIT06","KCM","W","exhibition","y"
"HOM193007191","ewinb103","HOM","1","2","value","27","4","1","0","0","0","0","19300719","1","PIT06","KCM","W","exhibition","y"
"HOM193007191","ewinb103","HOM","1","2","lower","27","4","1","0","0","0","0","19300719","1","PIT06","KCM","W","exhibition","y"
"HOM193007191","ewinb103","HOM","1","2","upper","27","4","1","0","0","0","0","19300719","1","PIT06","KCM","W","exhibition","y"
"HOM193007192","ewinb103","HOM","1","2","value","27","8","1","0","0","0","0","19300719","2","PIT06","KCM","L","exhibition","y"
"HOM193007192","ewinb103","HOM","1","2","lower","27","8","1","0","0","0","0","19300719","2","PIT06","KCM","L","exhibition","y"
"HOM193007192","ewinb103","HOM","1","2","upper","27","8","1","0","0","0","0","19300719","2","PIT06","KCM","L","exhibition","y"
"HOM193008210","ewinb103","HOM","1","2","value","27","10","0","0","0","0","0","19300821","0","AKR01","DT1","W","championship","y"
"HOM193008210","ewinb103","HOM","1","2","lower","27","10","0","0","0","0","0","19300821","0","AKR01","DT1","W","championship","y"
"HOM193008210","ewinb103","HOM","1","2","upper","27","10","0","0","0","0","0","19300821","0","AKR01","DT1","W","championship","y"
"DT1193008270","ewinb103","HOM","1","2","value","24","4","2","0","0","0","0","19300827","0","DET06","DT1","L","championship","y"
"DT1193008270","ewinb103","HOM","1","2","lower","24","4","2","0","0","0","0","19300827","0","DET06","DT1","L","championship","y"
"DT1193008270","ewinb103","HOM","1","2","upper","24","4","2","0","0","0","0","19300827","0","DET06","DT1","L","championship","y"
"DT1193008280","ewinb103","HOM","1","2","value","","2","0","0","0","0","0","19300828","0","DET06","DT1","W","championship","y"
"DT1193008280","ewinb103","HOM","1","2","lower","","2","0","0","0","0","0","19300828","0","DET06","DT1","W","championship","y"
"DT1193008280","ewinb103","HOM","1","2","upper","","2","0","0","0","0","0","19300828","0","DET06","DT1","W","championship","y"
"SSN193008300","ewinb103","HOM","1","2","value","27","1","0","0","0","0","0","19300830","0","STL12","SSN","W","championship","y"
"SSN193008300","ewinb103","HOM","1","2","lower","27","1","0","0","0","0","0","19300830","0","STL12","SSN","W","championship","y"
"SSN193008300","ewinb103","HOM","1","2","upper","27","1","0","0","0","0","0","19300830","0","STL12","SSN","W","championship","y"
"SSN193008310","ewinb103","HOM","1","2","value","24","1","1","0","0","0","0","19300831","0","STL12","SSN","L","championship","y"
"SSN193008310","ewinb103","HOM","1","2","lower","24","1","1","0","0","0","0","19300831","0","STL12","SSN","L","championship","y"
"SSN193008310","ewinb103","HOM","1","2","upper","24","1","1","0","0","0","0","19300831","0","STL12","SSN","L","championship","y"
