"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"PHG190309120","willc112","CUX","1","2","value","27","4","4","2","0","0","0","19030912","0","PHI10","PHG","W","championship","y"
"PHG190309120","willc112","CUX","1","2","lower","27","4","4","2","0","0","0","19030912","0","PHI10","PHG","W","championship","y"
"PHG190309120","willc112","CUX","1","2","upper","27","4","4","2","0","0","0","19030912","0","PHI10","PHG","W","championship","y"
"CUX190309131","willc112","CUX","1","2","value","27","8","0","0","0","0","0","19030913","1","NYC18","PHG","W","championship","y"
"CUX190309131","willc112","CUX","1","2","lower","27","8","0","0","0","0","0","19030913","1","NYC18","PHG","W","championship","y"
"CUX190309131","willc112","CUX","1","2","upper","27","8","0","0","0","0","0","19030913","1","NYC18","PHG","W","championship","y"
"PHG190309132","willc112","CUX","1","2","value","24","5","0","0","0","0","0","19030913","2","NYC18","PHG","L","championship","y"
"PHG190309132","willc112","CUX","1","2","lower","24","5","0","0","0","0","0","19030913","2","NYC18","PHG","L","championship","y"
"PHG190309132","willc112","CUX","1","2","upper","24","5","0","0","0","0","0","19030913","2","NYC18","PHG","L","championship","y"
"CUX190309140","willc112","CUX","1","2","value","27","3","2","0","0","0","0","19030914","0","TRE02","PHG","W","championship","y"
"CUX190309140","willc112","CUX","1","2","lower","27","3","2","0","0","0","0","19030914","0","TRE02","PHG","W","championship","y"
"CUX190309140","willc112","CUX","1","2","upper","27","3","2","0","0","0","0","19030914","0","TRE02","PHG","W","championship","y"
"PHG190309150","willc112","CUX","1","2","value","24","7","1","2","0","0","0","19030915","0","CAM02","PHG","L","championship","y"
"PHG190309150","willc112","CUX","1","2","lower","24","7","1","2","0","0","0","19030915","0","CAM02","PHG","L","championship","y"
"PHG190309150","willc112","CUX","1","2","upper","24","7","1","2","0","0","0","19030915","0","CAM02","PHG","L","championship","y"
"CUX190309180","willc112","CUX","1","2","value","27","5","0","1","0","0","1","19030918","0","HRB01","PHG","W","championship","y"
"CUX190309180","willc112","CUX","1","2","lower","27","5","0","1","0","0","1","19030918","0","HRB01","PHG","W","championship","y"
"CUX190309180","willc112","CUX","1","2","upper","27","5","0","1","0","0","1","19030918","0","HRB01","PHG","W","championship","y"
"PHG190309250","willc112","CUX","1","2","value","27","8","0","1","0","0","1","19030925","0","CAM02","PHG","W","championship","y"
"PHG190309250","willc112","CUX","1","2","lower","27","7","0","1","0","0","1","19030925","0","CAM02","PHG","W","championship","y"
"PHG190309250","willc112","CUX","1","2","upper","27","8","0","1","0","0","1","19030925","0","CAM02","PHG","W","championship","y"
"CUX190409010","willc112","CUX","1","2","value","27","4","3","0","0","0","0","19040901","0","ACY01","PHG","L","championship","y"
"CUX190409010","willc112","CUX","1","2","lower","27","4","3","0","0","0","0","19040901","0","ACY01","PHG","L","championship","y"
"CUX190409010","willc112","CUX","1","2","upper","27","4","3","0","0","0","0","19040901","0","ACY01","PHG","L","championship","y"
"CUX190409020","willc112","CUX","1","2","value","27","4","2","0","0","0","0","19040902","0","ACY01","PHG","W","championship","y"
"CUX190409020","willc112","CUX","1","2","lower","27","4","2","0","0","0","0","19040902","0","ACY01","PHG","W","championship","y"
"CUX190409020","willc112","CUX","1","2","upper","27","4","2","0","0","0","0","19040902","0","ACY01","PHG","W","championship","y"
"CUX190409030","willc112","CUX","1","2","value","27","6","1","0","0","0","0","19040903","0","ACY01","PHG","L","championship","y"
"CUX190409030","willc112","CUX","1","2","lower","27","6","1","0","0","0","0","19040903","0","ACY01","PHG","L","championship","y"
"CUX190409030","willc112","CUX","1","2","upper","27","6","1","0","0","0","0","19040903","0","ACY01","PHG","L","championship","y"
