"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"IN8194006231","smitj112","IN8","2","value","","","","","","","","","","","","","","","","","","","","","","1","","19400623","1","LOU05","CAG","L","regular",""
"IN8194006231","smitj112","IN8","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19400623","1","LOU05","CAG","L","regular",""
"IN8194006231","smitj112","IN8","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19400623","1","LOU05","CAG","L","regular",""
"SNO194007260","smitj112","IN8","1","value","21","","27","2","0","1","0","1","","1","","7","0","0","0","2","","1","","","1","","1","19400726","0","HOU05","SNO","W","regular","y"
"SNO194007260","smitj112","IN8","1","lower","21","","24","2","0","1","0","1","","1","","7","0","0","0","0","","","","","","","","19400726","0","HOU05","SNO","W","regular","y"
"SNO194007260","smitj112","IN8","1","upper","21","","27","2","0","1","0","1","","1","","7","0","0","0","2","","","","","","","","19400726","0","HOU05","SNO","W","regular","y"
"CAG194408210","smitj112","CAG","1","value","27","","","","","","","6","","","","","","","","","","1","","","1","","1","19440821","0","LSL01","MEM","W","regular",""
"CAG194408210","smitj112","CAG","1","lower","27","","","","","","","6","","","","","","","","","","","","","","","","19440821","0","LSL01","MEM","W","regular",""
"CAG194408210","smitj112","CAG","1","upper","27","","","","","","","6","","","","","","","","","","","","","","","","19440821","0","LSL01","MEM","W","regular",""
"CAG194408310","smitj112","CAG","1","value","27","","33","3","0","0","0","1","0","1","","2","1","0","0","0","1","1","","","1","","1","19440831","0","RAC01","CVB","W","regular","y"
"CAG194408310","smitj112","CAG","1","lower","27","","32","3","0","0","0","1","0","1","","2","1","0","0","0","1","","","","","","","19440831","0","RAC01","CVB","W","regular","y"
"CAG194408310","smitj112","CAG","1","upper","27","","33","3","0","0","0","1","0","1","","2","1","0","0","0","1","","","","","","","19440831","0","RAC01","CVB","W","regular","y"
"CAG194409161","smitj112","CAG","1","value","21","","","8","","","","6","","","","","","","","","","1","","","1","","1","19440916","1","IND10","MEM","W","exhibition",""
"CAG194409161","smitj112","CAG","1","lower","21","","","8","","","","6","","","","","","","","","","","","","","","","19440916","1","IND10","MEM","W","exhibition",""
"CAG194409161","smitj112","CAG","1","upper","21","","","8","","","","6","","","","","","","","","","","","","","","","19440916","1","IND10","MEM","W","exhibition",""
"CVB194409290","smitj112","CAG","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19440929","0","DAL01","CVB","L","exhibition",""
"CVB194409290","smitj112","CAG","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19440929","0","DAL01","CVB","L","exhibition",""
"CVB194409290","smitj112","CAG","1","upper","","","","","","","","","","","","","","","","","","","1","","","","","19440929","0","DAL01","CVB","L","exhibition",""
"CAG194505250","smitj112","CAG","1","value","24","","33","11","0","0","1","7","","1","","2","0","0","0","0","","","1","","1","","","19450525","0","SPR03","KCM","L","regular","y"
"CAG194505250","smitj112","CAG","1","lower","","","","","0","0","1","","","1","","2","0","0","0","","","","","","","","","19450525","0","SPR03","KCM","L","regular","y"
"CAG194505250","smitj112","CAG","1","upper","","","","","0","0","1","","","1","","2","0","0","0","","","","","","","","","19450525","0","SPR03","KCM","L","regular","y"
"HOM194705242","smitj112","NY5","1","value","","","","","","","","","","","","","","","","","","","1","","1","","","19470524","2","PIT06","HOM","L","regular",""
"HOM194705242","smitj112","NY5","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19470524","2","PIT06","HOM","L","regular",""
"HOM194705242","smitj112","NY5","1","upper","","","","","","","","","","","","","","","","","","","","","","","","19470524","2","PIT06","HOM","L","regular",""
"BLG194708292","smitj112","NY5","2","value","","","","","","","","","","","","","","","","","","","","","","","","19470829","2","BAL14","BLG","L","regular",""
"BLG194708292","smitj112","NY5","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19470829","2","BAL14","BLG","L","regular",""
"BLG194708292","smitj112","NY5","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19470829","2","BAL14","BLG","L","regular",""
"HOM194805152","smitj112","NY5","1","value","18","","","7","","","","3","","","","","","","","","","","1","","1","","1","19480515","2","MNH01","HOM","L","regular",""
"HOM194805152","smitj112","NY5","1","lower","18","","","7","","","","3","","","","","","","","","","","","","","","","19480515","2","MNH01","HOM","L","regular",""
"HOM194805152","smitj112","NY5","1","upper","18","","","7","","","","3","","","","","","","","","","","","","","","","19480515","2","MNH01","HOM","L","regular",""
"BLG194806040","smitj112","NY5","4","value","3","","6","3","","","0","3","","0","","1","1","0","0","0","","","","","","1","","19480604","0","BAL14","BLG","L","regular","y"
"BLG194806040","smitj112","NY5","4","lower","3","","","2","","","0","3","","0","","1","0","0","0","","","","","","","","","19480604","0","BAL14","BLG","L","regular","y"
"BLG194806040","smitj112","NY5","4","upper","3","","","2","","","0","3","","0","","1","1","0","0","","","","","","","","","19480604","0","BAL14","BLG","L","regular","y"
"HOM194806110","smitj112","NY5","4","value","18","","23","4","","","4","4","","1","","2","0","0","0","0","","","1","","","1","","19480611","0","NWC01","HOM","L","regular","y"
"HOM194806110","smitj112","NY5","4","lower","","","","","","","","","","1","","2","0","0","0","","","","","","","","","19480611","0","NWC01","HOM","L","regular","y"
"HOM194806110","smitj112","NY5","4","upper","","","","","","","","","","1","","2","0","0","0","","","","","","","","","19480611","0","NWC01","HOM","L","regular","y"
"BLG194806250","smitj112","NY5","1","value","15","","24","7","","","0","6","","2","","0","2","0","1","1","","","1","","1","","","19480625","0","BAL14","BLG","L","regular","y"
"BLG194806250","smitj112","NY5","1","lower","15","","","7","","","0","6","","2","","0","2","0","1","","","","","","","","","19480625","0","BAL14","BLG","L","regular","y"
"BLG194806250","smitj112","NY5","1","upper","15","","","7","","","0","6","","2","","0","2","0","1","","","","","","","","","19480625","0","BAL14","BLG","L","regular","y"
"NY5194807100","smitj112","NY5","2","value","9","","16","5","","","0","3","","2","","1","0","0","0","","","","","","","1","","19480710","0","ALB02","NY6","L","regular","y"
"NY5194807100","smitj112","NY5","2","lower","9","","16","5","","","0","3","","2","","1","0","0","0","","","","","","","","","19480710","0","ALB02","NY6","L","regular","y"
"NY5194807100","smitj112","NY5","2","upper","9","","16","5","","","0","3","","2","","1","0","0","0","","","","","","","","","19480710","0","ALB02","NY6","L","regular","y"
"HOM194808081","smitj112","NY5","1","value","21","","29","9","","","0","3","","3","","2","0","0","0","0","","","","","1","","","19480808","1","WAS09","HOM","L","regular","y"
"HOM194808081","smitj112","NY5","1","lower","","","","","","","0","","","3","","","0","0","0","","","","","","","","","19480808","1","WAS09","HOM","L","regular","y"
"HOM194808081","smitj112","NY5","1","upper","","","","","","","0","","","3","","","0","0","0","","","","","","","","","19480808","1","WAS09","HOM","L","regular","y"
"IN9194808210","smitj112","NY5","1","value","24","","","6","","","","3","3","","","","","","","","","","1","","1","","1","19480821","0","IND10","IN9","L","exhibition",""
"IN9194808210","smitj112","NY5","1","lower","24","","","6","","","","3","3","","","","","","","","","","","","","","","19480821","0","IND10","IN9","L","exhibition",""
"IN9194808210","smitj112","NY5","1","upper","24","","","6","","","","3","3","","","","","","","","","","","","","","","19480821","0","IND10","IN9","L","exhibition",""
