"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"KCM193710050","hemsr101","MLS","8","1","value","3","0","1","0","0","0","2","0","0","1","0","0","0","0","0","0","0","","","","19371005","0","DAV01","KCM","W","exhibition","y"
"KCM193710050","hemsr101","MLS","8","1","lower","3","0","1","0","0","0","1","0","","1","0","0","","0","","","0","","","","19371005","0","DAV01","KCM","W","exhibition","y"
"KCM193710050","hemsr101","MLS","8","1","upper","3","0","1","0","0","0","1","0","","1","0","0","","0","","","0","","","","19371005","0","DAV01","KCM","W","exhibition","y"
"MLS193710070","hemsr101","MLS","8","1","value","3","0","0","0","0","0","0","0","","0","1","","","1","","","","","","","19371007","0","CED01","KCM","W","exhibition","y"
"MLS193710070","hemsr101","MLS","8","1","lower","3","0","0","0","0","0","","0","","0","","","","0","","","","","","","19371007","0","CED01","KCM","W","exhibition","y"
"MLS193710070","hemsr101","MLS","8","1","upper","3","0","0","0","0","0","","0","","0","","","","1","","","","","","","19371007","0","CED01","KCM","W","exhibition","y"
"MLS193710090","hemsr101","MLS","8","1","value","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19371009","0","MAN01","KCM","W","exhibition","y"
"MLS193710090","hemsr101","MLS","8","1","lower","4","0","1","","","","","","","","","","","","","","","","","","19371009","0","MAN01","KCM","W","exhibition","y"
"MLS193710090","hemsr101","MLS","8","1","upper","4","0","1","","","","","","","","","","","","","","","","","","19371009","0","MAN01","KCM","W","exhibition","y"
"KCM193710102","hemsr101","MLS","8","1","value","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19371010","2","WIC01","KCM","L","exhibition","y"
"KCM193710102","hemsr101","MLS","8","1","lower","4","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19371010","2","WIC01","KCM","L","exhibition","y"
"KCM193710102","hemsr101","MLS","8","1","upper","4","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19371010","2","WIC01","KCM","L","exhibition","y"
"MLS193710110","hemsr101","MLS","7","1","value","1","0","0","0","0","0","0","0","","0","0","","","0","","","","","","","19371011","0","OKC01","KCM","L","exhibition","y"
"MLS193710110","hemsr101","MLS","7","1","lower","1","0","0","0","0","0","0","0","","0","","","","0","","","","","","","19371011","0","OKC01","KCM","L","exhibition","y"
"MLS193710110","hemsr101","MLS","7","1","upper","1","0","0","0","0","0","0","0","","0","","","","0","","","","","","","19371011","0","OKC01","KCM","L","exhibition","y"
"ASF194609300","hemsr101","ASF","8","2","value","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19460930","0","PIT06","ASP","L","exhibition","y"
"ASF194609300","hemsr101","ASF","8","2","lower","2","0","1","0","0","0","0","0","","0","","","","0","","","0","","","","19460930","0","PIT06","ASP","L","exhibition","y"
"ASF194609300","hemsr101","ASF","8","2","upper","2","0","1","0","0","0","0","0","","0","","","","0","","","0","","","","19460930","0","PIT06","ASP","L","exhibition","y"
"ASP194610011","hemsr101","ASF","4","2","value","0","0","0","0","0","0","","0","","0","","","0","0","","","0","","","","19461001","1","YOU01","ASP","W","exhibition","y"
"ASP194610011","hemsr101","ASF","4","2","lower","0","0","0","0","0","0","","0","","0","","","0","0","","","0","","","","19461001","1","YOU01","ASP","W","exhibition","y"
"ASP194610011","hemsr101","ASF","4","2","upper","0","0","0","0","0","0","","0","","0","","","0","0","","","0","","","","19461001","1","YOU01","ASP","W","exhibition","y"
"ASF194610012","hemsr101","ASF","8","1","value","3","0","1","0","0","0","0","0","","0","0","","","0","","","","","","","19461001","2","CLE07","ASP","W","exhibition","y"
"ASF194610012","hemsr101","ASF","8","1","lower","3","0","1","0","0","0","","0","","0","","","","0","","","","","","","19461001","2","CLE07","ASP","W","exhibition","y"
"ASF194610012","hemsr101","ASF","8","1","upper","3","0","1","0","0","0","","0","","0","","","","0","","","","","","","19461001","2","CLE07","ASP","W","exhibition","y"
"ASP194610040","hemsr101","ASF","8","1","value","2","1","1","0","0","0","0","0","","0","0","","","0","","","","","","","19461004","0","NYC16","ASP","W","exhibition","y"
"ASP194610040","hemsr101","ASF","8","1","lower","2","1","1","0","0","0","0","0","","0","","","","0","","","","","","","19461004","0","NYC16","ASP","W","exhibition","y"
"ASP194610040","hemsr101","ASF","8","1","upper","2","1","1","0","0","0","0","0","","0","","","","0","","","","","","","19461004","0","NYC16","ASP","W","exhibition","y"
"ASP194610062","hemsr101","ASF","4","2","value","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19461006","2","BAL14","ASP","L","exhibition","y"
"ASP194610062","hemsr101","ASF","4","2","lower","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19461006","2","BAL14","ASP","L","exhibition","y"
"ASP194610062","hemsr101","ASF","4","2","upper","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19461006","2","BAL14","ASP","L","exhibition","y"
"ASF194610070","hemsr101","ASF","8","1","value","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19461007","0","COL05","ASP","L","exhibition","y"
"ASF194610070","hemsr101","ASF","8","1","lower","3","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19461007","0","COL05","ASP","L","exhibition","y"
"ASF194610070","hemsr101","ASF","8","1","upper","3","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19461007","0","COL05","ASP","L","exhibition","y"
"ASF194610100","hemsr101","ASF","8","1","value","3","0","3","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","19461010","0","RCI01","ASP","W","exhibition","y"
"ASF194610100","hemsr101","ASF","8","1","lower","3","0","3","0","1","0","1","0","","0","","","","0","","","0","","","","19461010","0","RCI01","ASP","W","exhibition","y"
"ASF194610100","hemsr101","ASF","8","1","upper","3","0","3","0","1","0","1","0","","0","","","","0","","","0","","","","19461010","0","RCI01","ASP","W","exhibition","y"
"ASP194610130","hemsr101","ASF","8","1","value","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19461013","0","KAN05","ASP","L","exhibition","y"
"ASP194610130","hemsr101","ASF","8","1","lower","4","0","2","0","0","0","0","0","","0","","","","0","","","0","","","","19461013","0","KAN05","ASP","L","exhibition","y"
"ASP194610130","hemsr101","ASF","8","1","upper","4","0","2","0","0","0","0","0","","0","","","","0","","","0","","","","19461013","0","KAN05","ASP","L","exhibition","y"
"KCR194610160","hemsr101","ASF","8","2","value","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19461016","0","LOS02","KCR","W","exhibition","y"
"KCR194610160","hemsr101","ASF","8","2","lower","1","","0","0","0","0","0","0","","0","","","","0","","","0","","","","19461016","0","LOS02","KCR","W","exhibition","y"
"KCR194610160","hemsr101","ASF","8","2","upper","1","","0","0","0","0","0","0","","0","","","","0","","","0","","","","19461016","0","LOS02","KCR","W","exhibition","y"
"ASF194610230","hemsr101","ASF","8","2","value","1","1","1","1","0","0","0","0","","0","0","","","0","","","","","","","19461023","0","BAK01","KCR","W","exhibition","y"
"ASF194610230","hemsr101","ASF","8","2","lower","1","1","1","1","0","0","0","0","","0","","","","0","","","","","","","19461023","0","BAK01","KCR","W","exhibition","y"
"ASF194610230","hemsr101","ASF","8","2","upper","1","1","1","1","0","0","0","0","","0","","","","0","","","","","","","19461023","0","BAK01","KCR","W","exhibition","y"
