"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"HOM194404231","NW2","0","2","0","2","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","10","value","39","6","8","5","0","0","4","0","","0","4","","","0","","","0","24","","37","11","3","2","0","8","","1","","3","0","0","0","0","","24","","3","2","0","0","watkm101","johnl105","dandr101","pearl102","davij106","harvb102","suttm101","ruffl101","forrp101","forrp101","ruffl101","pearl102","johnl105","watkm101","dandr101","harvb102","davij106","suttm101","","19440423","1","WAS09","HOM","L","exhibition","y","1944"
"HOM194404231","NW2","0","2","0","2","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","10","lower","39","6","8","5","0","0","4","0","","0","","","","0","","","0","24","","37","11","3","2","0","8","","1","","3","0","0","0","0","","24","","3","2","0","0","watkm101","johnl105","dandr101","pearl102","davij106","harvb102","suttm101","ruffl101","forrp101","forrp101","ruffl101","pearl102","johnl105","watkm101","dandr101","harvb102","davij106","suttm101","","19440423","1","WAS09","HOM","L","exhibition","y","1944"
"HOM194404231","NW2","0","2","0","2","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","10","upper","39","6","8","5","0","0","4","0","","0","","","","0","","","0","24","","37","11","3","2","0","8","","1","","3","0","0","0","0","","24","","3","2","0","0","watkm101","johnl105","dandr101","pearl102","davij106","harvb102","suttm101","ruffl101","forrp101","forrp101","ruffl101","pearl102","johnl105","watkm101","dandr101","harvb102","davij106","suttm101","","19440423","1","WAS09","HOM","L","exhibition","y","1944"
"HOM194404232","NW2","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","value","","1","","","","","","","","","","","","","","","","12","","","","","","","6","","","","","","","","","","12","","0","","0","","","","","","","","","","","hookl101","ashfu101","","","","","","","","","19440423","2","WAS09","HOM","L","exhibition","","1944"
"HOM194404232","NW2","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","lower","","1","","","","","","","","","","","","","","","","12","","","","","","","6","","","","","","","","","","12","","0","","0","","","","","","","","","","","hookl101","ashfu101","","","","","","","","","19440423","2","WAS09","HOM","L","exhibition","","1944"
"HOM194404232","NW2","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","upper","","1","","","","","","","","","","","","","","","","12","","","","","","","6","","","","","","","","","","12","","0","","0","","","","","","","","","","","hookl101","ashfu101","","","","","","","","","19440423","2","WAS09","HOM","L","exhibition","","1944"
"HOM194404250","NW2","4","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","value","","4","6","","","","","","","","","","","","","","","24","","","14","","","","10","","","","","","","","","","24","","3","","0","","","","","","","","","","","cranu101","","","","","","","","","","19440425","0","GRE03","HOM","L","exhibition","","1944"
"HOM194404250","NW2","4","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","lower","","4","6","","","","","","","","","","","","","","","24","","","14","","","","10","","","","","","","","","","24","","3","","0","","","","","","","","","","","cranu101","","","","","","","","","","19440425","0","GRE03","HOM","L","exhibition","","1944"
"HOM194404250","NW2","4","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","upper","","4","6","","","","","","","","","","","","","","","24","","","14","","","","10","","","","","","","","","","24","","3","","0","","","","","","","","","","","cranu101","","","","","","","","","","19440425","0","GRE03","HOM","L","exhibition","","1944"
"NW2194405141","NW2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","5","2","","","2","","","","","","","","","","","","27","","","2","","","2","4","","","","","","","","","","27","","0","","0","","","","","","","","","","","hillj104","","","","","","","","","","19440514","1","NWK04","PH5","W","regular","","1944"
"NW2194405141","NW2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","5","2","","","2","","","","","","","","","","","","27","","","2","","","2","4","","","","","","","","","","27","","0","","0","","","","","","","","","","","hillj104","","","","","","","","","","19440514","1","NWK04","PH5","W","regular","","1944"
"NW2194405141","NW2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","5","2","","","2","","","","","","","","","","","","27","","","2","","","2","4","","","","","","","","","","27","","0","","0","","","","","","","","","","","hillj104","","","","","","","","","","19440514","1","NWK04","PH5","W","regular","","1944"
"NW2194405142","NW2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","11","","","","","","","","","","","","","","","","21","","","5","","","2","6","","","","","","","","","","21","","0","","0","","","","","","","","","","","forrp101","","","","","","","","","","19440514","2","NWK04","PH5","W","regular","","1944"
"NW2194405142","NW2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","11","","","","","","","","","","","","","","","","21","","","5","","","2","6","","","","","","","","","","21","","0","","0","","","","","","","","","","","forrp101","","","","","","","","","","19440514","2","NWK04","PH5","W","regular","","1944"
"NW2194405142","NW2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","11","","","","","","","","","","","","","","","","21","","","5","","","2","6","","","","","","","","","","21","","0","","0","","","","","","","","","","","forrp101","","","","","","","","","","19440514","2","NWK04","PH5","W","regular","","1944"
"NW2194405170","NW2","2","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","value","","3","1","","","1","1","","","","","","","","","","","27","","","","","","","2","","","","","","","","","","27","","0","","0","","","","","","","","","","","hookl101","","","","","","","","","","19440517","0","NOR02","NY6","W","regular","","1944"
"NW2194405170","NW2","2","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","lower","","3","1","","","1","1","","","","","","","","","","","27","","","","","","","2","","","","","","","","","","27","","0","","0","","","","","","","","","","","hookl101","","","","","","","","","","19440517","0","NOR02","NY6","W","regular","","1944"
"NW2194405170","NW2","2","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","upper","","3","1","","","1","1","","","","","","","","","","","27","","","","","","","2","","","","","","","","","","27","","0","","0","","","","","","","","","","","hookl101","","","","","","","","","","19440517","0","NOR02","NY6","W","regular","","1944"
"NW2194405211","NW2","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","value","33","1","6","2","1","1","1","0","","0","1","","","0","","","0","27","","39","9","1","1","0","5","","6","","4","0","0","0","0","","27","11","2","2","0","0","turnb101","watkm101","dandr101","pearl102","davij106","harvb102","wynnw101","johnl105","hookl101","hookl101","wynnw101","pearl102","johnl105","watkm101","dandr101","harvb102","turnb101","davij106","","19440521","1","NYC14","HOM","L","regular","y","1944"
"NW2194405211","NW2","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","lower","33","1","6","2","1","1","1","0","","0","","","","0","","","0","27","","35","9","1","1","0","5","","6","","4","0","0","0","0","","27","11","2","2","0","0","turnb101","watkm101","dandr101","pearl102","davij106","harvb102","wynnw101","johnl105","hookl101","hookl101","wynnw101","pearl102","johnl105","watkm101","dandr101","harvb102","turnb101","davij106","","19440521","1","NYC14","HOM","L","regular","y","1944"
"NW2194405211","NW2","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","upper","33","1","6","2","1","1","1","0","","0","","","","0","","","0","27","","39","9","1","1","0","5","","6","","4","0","0","0","0","","27","11","2","2","0","0","turnb101","watkm101","dandr101","pearl102","davij106","harvb102","wynnw101","johnl105","hookl101","hookl101","wynnw101","pearl102","johnl105","watkm101","dandr101","harvb102","turnb101","davij106","","19440521","1","NYC14","HOM","L","regular","y","1944"
"NW2194405212","NW2","0","1","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","value","35","2","11","0","1","0","2","0","","0","0","","","1","","","0","27","","44","13","3","0","1","12","","4","","2","1","2","0","4","","27","11","2","1","0","0","turnb101","watkm101","dandr101","pearl102","davij106","harvb102","wynnw101","johnl105","forrp101","forrp101","wynnw101","pearl102","johnl105","watkm101","dandr101","harvb102","turnb101","davij106","","19440521","2","NYC15","HOM","L","regular","y","1944"
"NW2194405212","NW2","0","1","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","lower","35","2","11","0","1","0","2","0","","0","0","","","1","","","0","27","","38","13","3","0","1","12","","4","","2","1","2","0","1","","27","11","2","1","0","0","turnb101","watkm101","dandr101","pearl102","davij106","harvb102","wynnw101","johnl105","forrp101","forrp101","wynnw101","pearl102","johnl105","watkm101","dandr101","harvb102","turnb101","davij106","","19440521","2","NYC15","HOM","L","regular","y","1944"
"NW2194405212","NW2","0","1","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","upper","36","2","11","0","1","0","2","0","","0","0","","","1","","","0","27","","44","13","3","0","1","12","","4","","2","1","2","0","4","","27","11","2","1","0","0","turnb101","watkm101","dandr101","pearl102","davij106","harvb102","wynnw101","johnl105","forrp101","forrp101","wynnw101","pearl102","johnl105","watkm101","dandr101","harvb102","turnb101","davij106","","19440521","2","NYC15","HOM","L","regular","y","1944"
"NW2194405281","NW2","0","2","0","3","0","0","3","0","","","","","","","","","","","","","","","","","","","","","3","value","35","8","9","1","1","2","5","0","","0","0","","","1","","","0","27","","39","7","1","0","0","4","","7","","","0","0","0","0","","27","","3","0","0","0","turnb101","watkm101","dandr101","pearl102","davij106","harvb102","wynnw101","morts102","hookl101","hookl101","wynnw101","pearl102","dandr101","watkm101","morts102","davij106","turnb101","harvb102","","19440528","1","NWK04","NY5","W","regular","y","1944"
"NW2194405281","NW2","0","2","0","3","0","0","3","0","","","","","","","","","","","","","","","","","","","","","3","lower","35","8","9","1","1","2","5","0","","0","","","","1","","","0","27","","33","7","1","0","0","4","","1","","","0","0","0","0","","27","","3","0","0","0","turnb101","watkm101","dandr101","pearl102","davij106","harvb102","wynnw101","morts102","hookl101","hookl101","wynnw101","pearl102","dandr101","watkm101","morts102","davij106","turnb101","harvb102","","19440528","1","NWK04","NY5","W","regular","y","1944"
"NW2194405281","NW2","0","2","0","3","0","0","3","0","","","","","","","","","","","","","","","","","","","","","3","upper","35","8","9","1","1","2","5","0","","0","","","","1","","","0","27","","39","7","1","0","0","4","","7","","","0","0","0","0","","27","","3","0","0","0","turnb101","watkm101","dandr101","pearl102","davij106","harvb102","wynnw101","morts102","hookl101","hookl101","wynnw101","pearl102","dandr101","watkm101","morts102","davij106","turnb101","harvb102","","19440528","1","NWK04","NY5","W","regular","y","1944"
"NW2194405282","NW2","1","1","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","","","value","","4","5","","","","","1","","","1","","","","","","","21","","","3","","","","3","","1","","","","","","1","","21","","4","","0","","","","","","","","","","","forrp101","wynnw101","","","","","","","","","19440528","2","NWK04","NY5","W","regular","","1944"
"NW2194405282","NW2","1","1","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","","","lower","","4","5","","","","","1","","","1","","","","","","","21","","","3","","","","3","","1","","","","","","1","","21","","4","","0","","","","","","","","","","","forrp101","wynnw101","","","","","","","","","19440528","2","NWK04","NY5","W","regular","","1944"
"NW2194405282","NW2","1","1","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","","","upper","","4","5","","","","","1","","","1","","","","","","","21","","","3","","","","3","","1","","","","","","1","","21","","4","","0","","","","","","","","","","","forrp101","wynnw101","","","","","","","","","19440528","2","NWK04","NY5","W","regular","","1944"
"NW2194405301","NW2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","13","","","","","","","","","","","","","","","","27","","","","","","","6","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","19440530","1","NWK04","NY5","W","regular","","1944"
"NW2194405301","NW2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","13","","","","","","","","","","","","","","","","27","","","","","","","6","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","19440530","1","NWK04","NY5","W","regular","","1944"
