"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"KCM194004150","IN8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","1","","","","","","","","","","","","","","","","24","","","1","","","1","2","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","19400415","0","DAL01","KCM","L","exhibition","","1940"
"KCM194004150","IN8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","1","","","","","","","","","","","","","","","","24","","","1","","","1","2","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","19400415","0","DAL01","KCM","L","exhibition","","1940"
"KCM194004150","IN8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","1","","","","","","","","","","","","","","","","26","","","1","","","1","2","","","","","","","","","","26","","0","","0","","","","","","","","","","","","","","","","","","","","","19400415","0","DAL01","KCM","L","exhibition","","1940"
"KCM194004160","IN8","5","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","value","","6","10","","","","","","","","","","","","","","","27","","","7","","","","1","","","","","","","","","","27","","1","","0","","","","","","","","","","","harvb101","bellh102","","","","","","","","","19400416","0","FTW01","KCM","W","exhibition","","1940"
"KCM194004160","IN8","5","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","lower","","6","10","","","","","","","","","","","","","","","27","","","7","","","","1","","","","","","","","","","27","","1","","0","","","","","","","","","","","harvb101","bellh102","","","","","","","","","19400416","0","FTW01","KCM","W","exhibition","","1940"
"KCM194004160","IN8","5","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","upper","","6","10","","","","","","","","","","","","","","","27","","","7","","","","1","","","","","","","","","","27","","1","","0","","","","","","","","","","","harvb101","bellh102","","","","","","","","","19400416","0","FTW01","KCM","W","exhibition","","1940"
"KCM194004210","IN8","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","3","value","30","1","6","1","0","0","1","0","","0","1","","","0","","","0","24","","33","7","1","0","0","3","3","3","","","1","0","0","0","","24","","0","2","0","0","hendc102","spenw101","clarb101","bibbr101","smitj112","bellh102","turnl101","paynr101","wrigj105","wrigj105","bellh102","turnl101","bibbr101","hendc102","clarb101","smitj112","paynr101","spenw101","","19400421","0","ATL04","KCM","L","exhibition","y","1940"
"KCM194004210","IN8","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","3","lower","30","1","6","1","0","0","1","0","","0","1","","","0","","","0","24","","29","7","1","0","0","3","3","","","","1","0","0","0","","24","","0","2","0","0","hendc102","spenw101","clarb101","bibbr101","smitj112","bellh102","turnl101","paynr101","wrigj105","wrigj105","bellh102","turnl101","bibbr101","hendc102","clarb101","smitj112","paynr101","spenw101","","19400421","0","ATL04","KCM","L","exhibition","y","1940"
"KCM194004210","IN8","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","3","upper","30","1","6","1","0","0","1","0","","0","1","","","0","","","0","24","","33","7","1","0","0","3","3","","","","1","0","0","0","","24","","0","2","0","0","hendc102","spenw101","clarb101","bibbr101","smitj112","bellh102","turnl101","paynr101","wrigj105","wrigj105","bellh102","turnl101","bibbr101","hendc102","clarb101","smitj112","paynr101","spenw101","","19400421","0","ATL04","KCM","L","exhibition","y","1940"
"KCM194004290","IN8","0","0","0","0","0","3","0","0","2","","","","","","","","","","","","","","","","","","","","","value","","5","10","","1","","","","","","","","","","","","","27","","","6","","","","1","","","","","","","","","","27","","1","","0","","","","","","","","","","","keyer101","bellh102","","","","","","","","","19400429","0","HOU04","KCM","W","exhibition","","1940"
"KCM194004290","IN8","0","0","0","0","0","3","0","0","2","","","","","","","","","","","","","","","","","","","","","lower","","5","10","","1","","","","","","","","","","","","","27","","","6","","","","1","","","","","","","","","","27","","1","","0","","","","","","","","","","","keyer101","bellh102","","","","","","","","","19400429","0","HOU04","KCM","W","exhibition","","1940"
"KCM194004290","IN8","0","0","0","0","0","3","0","0","2","","","","","","","","","","","","","","","","","","","","","upper","","5","10","","1","","","","","","","","","","","","","27","","","6","","","","1","","","","","","","","","","27","","1","","0","","","","","","","","","","","keyer101","bellh102","","","","","","","","","19400429","0","HOU04","KCM","W","exhibition","","1940"
"KCM194004300","IN8","0","0","0","2","0","0","1","2","1","","","","","","","","","","","","","","","","","","","","","value","","6","1","","","1","","","","","","","","","","","","27","","","","","","","0","0","","","","","","","","","27","","0","","0","","","","","","","","","","","wrigj105","bellh102","","","","","","","","","19400430","0","GAL01","KCM","W","exhibition","","1940"
"KCM194004300","IN8","0","0","0","2","0","0","1","2","1","","","","","","","","","","","","","","","","","","","","","lower","","6","1","","","1","","","","","","","","","","","","27","","","","","","","0","0","","","","","","","","","27","","0","","0","","","","","","","","","","","wrigj105","bellh102","","","","","","","","","19400430","0","GAL01","KCM","W","exhibition","","1940"
"KCM194004300","IN8","0","0","0","2","0","0","1","2","1","","","","","","","","","","","","","","","","","","","","","upper","","6","1","","","1","","","","","","","","","","","","27","","","","","","","0","0","","","","","","","","","27","","0","","0","","","","","","","","","","","wrigj105","bellh102","","","","","","","","","19400430","0","GAL01","KCM","W","exhibition","","1940"
"BLG194005051","IN8","1","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","11","value","33","2","5","1","0","0","","0","","0","7","","","1","","","0","25","","33","7","3","1","0","3","","2","","3","0","0","0","0","","25","","0","0","0","0","hendc102","wilsj107","clarb101","bibbr101","bellh102","hallb110","smitj112","turnl101","wrigj105","wrigj105","bellh102","turnl101","bibbr101","hallb110","clarb101","smitj112","hendc102","wilsj107","","19400505","1","NSH02","BLG","L","exhibition","y","1940"
"BLG194005051","IN8","1","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","11","lower","32","2","5","1","0","0","","0","","0","","","","1","","","0","25","","31","7","3","1","0","3","","2","","3","0","0","0","0","","25","","0","0","0","0","hendc102","wilsj107","clarb101","bibbr101","bellh102","hallb110","smitj112","turnl101","wrigj105","wrigj105","bellh102","turnl101","bibbr101","hallb110","clarb101","smitj112","hendc102","wilsj107","","19400505","1","NSH02","BLG","L","exhibition","y","1940"
"BLG194005051","IN8","1","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","11","upper","33","2","5","1","0","0","","0","","0","","","","1","","","0","25","","33","7","3","1","0","3","","2","","3","0","0","0","0","","25","","0","0","0","0","hendc102","wilsj107","clarb101","bibbr101","bellh102","hallb110","smitj112","turnl101","wrigj105","wrigj105","bellh102","turnl101","bibbr101","hallb110","clarb101","smitj112","hendc102","wilsj107","","19400505","1","NSH02","BLG","L","exhibition","y","1940"
"BLG194005052","IN8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","3","","","","","","","","","","","","","","","","18","","","","","","","5","","","","","","","","","","18","","0","","0","","","","","","","","","","","keyer101","","","","","","","","","","19400505","2","NSH02","BLG","L","exhibition","","1940"
"BLG194005052","IN8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","3","","","","","","","","","","","","","","","","18","","","","","","","5","","","","","","","","","","18","","0","","0","","","","","","","","","","","keyer101","","","","","","","","","","19400505","2","NSH02","BLG","L","exhibition","","1940"
"BLG194005052","IN8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","3","","","","","","","","","","","","","","","","18","","","","","","","5","","","","","","","","","","18","","0","","0","","","","","","","","","","","keyer101","","","","","","","","","","19400505","2","NSH02","BLG","L","exhibition","","1940"
"IN8194005260","IN8","2","1","0","2","1","0","2","0","","","","","","","","","","","","","","","","","","","","","","value","","8","13","","","","3","","","","","","","","","","","27","","","7","1","","","2","","0","","","","","","","1","27","","1","","0","","","","","","","","","","","wrigj105","bellh102","","","","","","","","","19400526","0","IND10","CAG","W","regular","","1940"
"IN8194005260","IN8","2","1","0","2","1","0","2","0","","","","","","","","","","","","","","","","","","","","","","lower","","8","13","","","","3","","","","","","","","","","","27","","","7","1","","","2","","0","","","","","","","1","27","","1","","0","","","","","","","","","","","wrigj105","bellh102","","","","","","","","","19400526","0","IND10","CAG","W","regular","","1940"
"IN8194005260","IN8","2","1","0","2","1","0","2","0","","","","","","","","","","","","","","","","","","","","","","upper","","8","13","","","","3","","","","","","","","","","","27","","","7","1","","","2","","0","","","","","","","1","27","","1","","0","","","","","","","","","","","wrigj105","bellh102","","","","","","","","","19400526","0","IND10","CAG","W","regular","","1940"
"IN8194006021","IN8","1","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","10","value","36","2","7","1","0","0","2","2","","0","3","","","1","","","0","30","","41","9","2","1","0","1","1","3","","8","0","0","0","1","","30","","2","1","0","0","wilsj107","bibbr101","clarb101","smitj112","hendc102","bellh102","turnl101","paynr101","carts102","carts102","bellh102","turnl101","bibbr101","hendc102","clarb101","smitj112","paynr101","wilsj107","","19400602","1","IND10","SNO","W","regular","y","1940"
"IN8194006021","IN8","1","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","10","lower","35","2","7","1","0","0","2","2","","0","","","","1","","","0","30","","41","9","2","1","0","1","1","3","","8","0","0","0","1","","30","","2","1","0","0","wilsj107","bibbr101","clarb101","smitj112","hendc102","bellh102","turnl101","paynr101","carts102","carts102","bellh102","turnl101","bibbr101","hendc102","clarb101","smitj112","paynr101","wilsj107","","19400602","1","IND10","SNO","W","regular","y","1940"
"IN8194006021","IN8","1","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","10","upper","36","2","7","1","0","0","2","2","","0","","","","1","","","0","30","","41","9","2","1","0","1","1","3","","8","0","0","0","1","","30","","2","1","0","0","wilsj107","bibbr101","clarb101","smitj112","hendc102","bellh102","turnl101","paynr101","carts102","carts102","bellh102","turnl101","bibbr101","hendc102","clarb101","smitj112","paynr101","wilsj107","","19400602","1","IND10","SNO","W","regular","y","1940"
"IN8194006022","IN8","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2","value","19","0","1","0","0","0","0","0","","0","1","","","0","","","0","18","","19","0","0","0","0","1","1","2","","7","0","0","0","0","","18","","2","0","0","0","wilsj107","bibbr101","clarb101","smitj112","hendc102","bellh102","turnl101","paynr101","wrigj105","wrigj105","bellh102","turnl101","bibbr101","hendc102","clarb101","smitj112","paynr101","wilsj107","","19400602","2","IND10","SNO","L","regular","y","1940"
"IN8194006022","IN8","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2","lower","19","0","1","0","0","0","0","0","","0","","","","0","","","0","18","","18","0","0","0","0","1","1","1","","7","0","0","0","0","","18","","2","0","0","0","wilsj107","bibbr101","clarb101","smitj112","hendc102","bellh102","turnl101","paynr101","wrigj105","wrigj105","bellh102","turnl101","bibbr101","hendc102","clarb101","smitj112","paynr101","wilsj107","","19400602","2","IND10","SNO","L","regular","y","1940"
"IN8194006022","IN8","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2","upper","19","0","2","0","0","0","0","0","","0","","","","0","","","0","18","","19","0","0","0","0","1","1","2","","7","0","0","0","0","","18","","2","0","0","0","wilsj107","bibbr101","clarb101","smitj112","hendc102","bellh102","turnl101","paynr101","wrigj105","wrigj105","bellh102","turnl101","bibbr101","hendc102","clarb101","smitj112","paynr101","wilsj107","","19400602","2","IND10","SNO","L","regular","y","1940"
"CV9194006091","IN8","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","value","30","0","4","0","0","0","0","2","","0","1","","","1","","","0","24","","27","5","1","0","0","1","","1","","2","0","0","0","0","","24","16","1","0","0","0","wilsj107","bibbr101","clarb101","smitj112","hendc102","spenw101","hallb110","turnl101","wrigj105","wrigj105","spenw101","turnl101","bibbr101","hendc102","clarb101","smitj112","hallb110","wilsj107","","19400609","1","CLE06","CV9","L","regular","y","1940"
"CV9194006091","IN8","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","lower","30","0","4","0","0","0","0","2","","0","","","","1","","","0","24","","26","5","1","0","0","1","","0","","2","0","0","0","0","","24","12","1","0","0","0","wilsj107","bibbr101","clarb101","smitj112","hendc102","spenw101","hallb110","turnl101","wrigj105","wrigj105","spenw101","turnl101","bibbr101","hendc102","clarb101","smitj112","hallb110","wilsj107","","19400609","1","CLE06","CV9","L","regular","y","1940"
"CV9194006091","IN8","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","upper","30","0","4","0","0","0","0","2","","0","","","","1","","","0","24","","27","5","1","0","0","1","","1","","2","0","0","0","0","","24","16","1","0","0","0","wilsj107","bibbr101","clarb101","smitj112","hendc102","spenw101","hallb110","turnl101","wrigj105","wrigj105","spenw101","turnl101","bibbr101","hendc102","clarb101","smitj112","hallb110","wilsj107","","19400609","1","CLE06","CV9","L","regular","y","1940"
"CV9194006092","IN8","1","0","2","0","2","0","4","","","","","","","","","","","","","","","","","","","","","","6","value","36","9","11","2","0","1","","0","","0","0","","","2","","","0","18","","36","4","0","1","0","11","","8","","0","0","0","0","3","","18","10","3","1","0","0","wilsj107","bibbr101","clarb101","smitj112","hendc102","spenw101","hallb110","turnl101","johnc103","johnc103","spenw101","turnl101","bibbr101","hendc102","clarb101","smitj112","wilsj107","hallb110","","19400609","2","CLE06","CV9","L","regular","y","1940"
"CV9194006092","IN8","1","0","2","0","2","0","4","","","","","","","","","","","","","","","","","","","","","","6","lower","36","9","11","2","0","1","","0","","0","0","","","2","","","0","18","","29","4","0","1","0","11","","8","","0","0","0","0","3","","18","10","3","1","0","0","wilsj107","bibbr101","clarb101","smitj112","hendc102","spenw101","hallb110","turnl101","johnc103","johnc103","spenw101","turnl101","bibbr101","hendc102","clarb101","smitj112","wilsj107","hallb110","","19400609","2","CLE06","CV9","L","regular","y","1940"
"CV9194006092","IN8","1","0","2","0","2","0","4","","","","","","","","","","","","","","","","","","","","","","6","upper","37","9","11","2","0","1","","0","","0","0","","","2","","","0","18","","36","4","0","1","0","11","","8","","0","0","0","0","3","","18","10","3","1","0","0","wilsj107","bibbr101","clarb101","smitj112","hendc102","spenw101","hallb110","turnl101","johnc103","johnc103","spenw101","turnl101","bibbr101","hendc102","clarb101","smitj112","wilsj107","hallb110","","19400609","2","CLE06","CV9","L","regular","y","1940"
