"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"MLS194710120","KCR","0","0","0","1","0","1","0","0","0","0","1","0","","","","","","","","","","","","","","","","","9","value","42","3","7","1","1","1","2","1","0","0","5","2","0","0","0","1","0","33","2","48","10","3","0","0","4","3","4","0","0","2","0","0","1","0","33","9","3","1","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","paigs101","paigs101","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471012","0","SAN03","MLS","L","exhibition","y","1947"
"MLS194710120","KCR","0","0","0","1","0","1","0","0","0","0","1","0","","","","","","","","","","","","","","","","","9","lower","42","3","7","1","1","1","","1","","0","","2","","0","","","0","33","","42","10","3","0","0","4","3","4","","0","2","0","0","1","","33","9","3","1","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","paigs101","paigs101","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471012","0","SAN03","MLS","L","exhibition","y","1947"
"MLS194710120","KCR","0","0","0","1","0","1","0","0","0","0","1","0","","","","","","","","","","","","","","","","","9","upper","42","3","7","1","1","1","","1","","0","","2","","0","","","0","33","","48","10","3","0","0","4","3","4","","6","2","0","0","1","","33","9","3","1","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","paigs101","paigs101","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471012","0","SAN03","MLS","L","exhibition","y","1947"
"ASF194710140","KCR","1","0","0","0","1","0","0","0","1","","","","","","","","","","","","","","","","","","","","10","value","36","3","10","1","0","0","3","1","0","0","3","0","2","1","0","1","0","24","0","42","13","3","0","0","11","9","3","0","2","0","0","0","0","0","24","5","2","0","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","richg102","richg102","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471014","0","SAN03","ASF","L","exhibition","y","1947"
"ASF194710140","KCR","1","0","0","0","1","0","0","0","1","","","","","","","","","","","","","","","","","","","","10","lower","36","3","10","1","0","0","","0","","0","","","","1","","","0","24","","39","13","3","0","0","11","","3","","2","0","0","0","0","","24","5","2","0","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","richg102","richg102","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471014","0","SAN03","ASF","L","exhibition","y","1947"
"ASF194710140","KCR","1","0","0","0","1","0","0","0","1","","","","","","","","","","","","","","","","","","","","10","upper","36","3","10","1","0","0","","1","","0","","","","1","","","0","24","","42","13","3","0","0","11","","3","","5","0","0","0","0","","24","5","2","0","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","richg102","richg102","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471014","0","SAN03","ASF","L","exhibition","y","1947"
"KCR194710150","KCR","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","3","value","30","1","5","2","0","1","1","0","0","0","1","0","0","0","0","3","0","27","0","35","7","2","0","0","2","2","2","0","1","0","0","0","0","0","27","4","0","1","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","paigs101","paigs101","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471015","0","LOS02","ASF","L","exhibition","y","1947"
"KCR194710150","KCR","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","3","lower","30","1","5","2","0","1","1","0","","0","","","","0","","","0","27","","34","7","2","0","0","2","2","2","","1","0","0","0","0","0","27","4","0","1","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","paigs101","paigs101","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471015","0","LOS02","ASF","L","exhibition","y","1947"
"KCR194710150","KCR","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","3","upper","30","1","5","2","0","1","1","0","","0","","","","0","","","0","27","","35","7","2","0","0","2","2","2","","7","0","0","0","0","1","27","4","1","1","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","paigs101","paigs101","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471015","0","LOS02","ASF","L","exhibition","y","1947"
"ASF194710160","KCR","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","5","value","31","1","5","0","0","0","1","1","0","0","1","0","0","0","0","0","0","24","0","34","8","1","0","2","6","4","1","0","0","0","0","0","0","0","24","0","2","0","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","mccow102","mccow102","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471016","0","OAK02","ASF","L","exhibition","y","1947"
"ASF194710160","KCR","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","5","lower","31","1","5","0","0","0","1","0","","0","","","","0","","","0","24","","33","8","1","0","2","6","","1","","0","0","0","0","0","","24","","2","0","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","mccow102","mccow102","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471016","0","OAK02","ASF","L","exhibition","y","1947"
