"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"KCM194604030","CCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","3","5","","","","","","","","","","","","","","","24","","","10","","","","9","","","","","","","","","","24","","7","","0","","","","","","","","","","","","","","","","","","","","","19460403","0","HOU04","KCM","L","exhibition","","1946"
"KCM194604030","CCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","3","5","","","","","","","","","","","","","","","24","","","10","","","","9","","","","","","","","","","24","","7","","0","","","","","","","","","","","","","","","","","","","","","19460403","0","HOU04","KCM","L","exhibition","","1946"
"KCM194604030","CCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","3","5","","","","","","","","","","","","","","","24","","","10","","","","9","","","","","","","","","","24","","7","","0","","","","","","","","","","","","","","","","","","","","","19460403","0","HOU04","KCM","L","exhibition","","1946"
"KCM194604040","CCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","2","5","","","","","","","","","","","","","","","24","","","","","","","6","","","","","","","","","","24","","0","","0","","","","","","","","","","","napol101","","","","","","","","","","19460404","0","HOU04","KCM","L","exhibition","","1946"
"KCM194604040","CCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","2","5","","","","","","","","","","","","","","","24","","","","","","","6","","","","","","","","","","24","","0","","0","","","","","","","","","","","napol101","","","","","","","","","","19460404","0","HOU04","KCM","L","exhibition","","1946"
"KCM194604040","CCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","2","5","","","","","","","","","","","","","","","24","","","","","","","6","","","","","","","","","","24","","0","","0","","","","","","","","","","","napol101","","","","","","","","","","19460404","0","HOU04","KCM","L","exhibition","","1946"
"KCM194604070","CCR","0","0","0","0","0","1","0","2","2","","","","","","","","","","","","","","","","","","","","","value","","5","10","","","","","","","","","","","","","","","24","","","12","","","2","6","","","","","","","","","","24","","1","","0","","","","","","","","","","","blaib103","marcz101","","","","","","","","","19460407","0","WAC01","KCM","L","exhibition","","1946"
"KCM194604070","CCR","0","0","0","0","0","1","0","2","2","","","","","","","","","","","","","","","","","","","","","lower","","5","10","","","","","","","","","","","","","","","24","","","12","","","2","6","","","","","","","","","","24","","1","","0","","","","","","","","","","","blaib103","marcz101","","","","","","","","","19460407","0","WAC01","KCM","L","exhibition","","1946"
"KCM194604070","CCR","0","0","0","0","0","1","0","2","2","","","","","","","","","","","","","","","","","","","","","upper","","5","10","","","","","","","","","","","","","","","24","","","12","","","2","6","","","","","","","","","","24","","1","","0","","","","","","","","","","","blaib103","marcz101","","","","","","","","","19460407","0","WAC01","KCM","L","exhibition","","1946"
"KCM194604120","CCR","3","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","value","","4","5","","2","","","","","","","","3","1","","","","24","","","7","","","","5","","2","","","","","","","","24","","3","","0","","","","","","","","","","","thomf110","hundj101","","","","","","","","","19460412","0","HOU04","KCM","L","exhibition","","1946"
